CLUSTERID1	interaction	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	EdgeAnnotation	shared_motifs	TopSharedMotifs
5535	motif_128	5535	0.0	1.0	1.0	1.0	-1		['motif_128', 'motif_146']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5535	motif_146	5535	0.0	1.0	1.0	1.0	-1		['motif_128', 'motif_146']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5537	motif_83	5537	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5547	motif_133	5547	0.0	1.0	1.0	1.0	-1		['motif_133', 'motif_73']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5547	motif_73	5547	0.0	1.0	1.0	1.0	-1		['motif_133', 'motif_73']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5549	motif_152	5549	0.0	1.0	1.0	1.0	-1		['motif_152', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5549	motif_128	5549	0.0	1.0	1.0	1.0	-1		['motif_152', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5550	motif_126	5550	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_146', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5550	motif_146	5550	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_146', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5550	motif_158	5550	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_146', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5559	motif_133	5559	0.0	1.0	1.0	1.0	-1		['motif_133', 'motif_131']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5559	motif_131	5559	0.0	1.0	1.0	1.0	-1		['motif_133', 'motif_131']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5575	motif_126	5575	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_91', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5575	motif_91	5575	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_91', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5575	motif_128	5575	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_91', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5576	motif_103	5576	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_111', 'motif_19', 'motif_143']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5576	motif_126	5576	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_111', 'motif_19', 'motif_143']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5576	motif_53	5576	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_111', 'motif_19', 'motif_143']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5576	motif_111	5576	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_111', 'motif_19', 'motif_143']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5576	motif_19	5576	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_111', 'motif_19', 'motif_143']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5576	motif_143	5576	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_111', 'motif_19', 'motif_143']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5608	motif_103	5608	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_101', 'motif_146', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5608	motif_126	5608	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_101', 'motif_146', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5608	motif_101	5608	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_101', 'motif_146', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5608	motif_146	5608	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_101', 'motif_146', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5608	motif_158	5608	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_101', 'motif_146', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5630	motif_103	5630	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_101', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5630	motif_126	5630	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_101', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5630	motif_53	5630	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_101', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5630	motif_101	5630	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_101', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5630	motif_158	5630	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_101', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5634	motif_126	5634	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_103', 'motif_38']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5634	motif_103	5634	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_103', 'motif_38']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5634	motif_38	5634	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_103', 'motif_38']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5635	motif_108	5635	0.0	1.0	1.0	1.0	-1		['motif_108']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5647	motif_199	5647	0.0	1.0	1.0	1.0	-1		['motif_199', 'motif_103']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5647	motif_103	5647	0.0	1.0	1.0	1.0	-1		['motif_199', 'motif_103']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5649	motif_103	5649	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_181', 'motif_146', 'motif_19', 'motif_108']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5649	motif_181	5649	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_181', 'motif_146', 'motif_19', 'motif_108']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5649	motif_146	5649	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_181', 'motif_146', 'motif_19', 'motif_108']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5649	motif_19	5649	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_181', 'motif_146', 'motif_19', 'motif_108']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5649	motif_108	5649	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_181', 'motif_146', 'motif_19', 'motif_108']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5651	motif_179	5651	0.0	1.0	1.0	1.0	-1		['motif_179', 'motif_77', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5651	motif_77	5651	0.0	1.0	1.0	1.0	-1		['motif_179', 'motif_77', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5651	motif_83	5651	0.0	1.0	1.0	1.0	-1		['motif_179', 'motif_77', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5737	motif_103	5737	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_152', 'motif_53', 'motif_146', 'motif_19']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5737	motif_152	5737	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_152', 'motif_53', 'motif_146', 'motif_19']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5737	motif_53	5737	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_152', 'motif_53', 'motif_146', 'motif_19']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5737	motif_146	5737	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_152', 'motif_53', 'motif_146', 'motif_19']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5737	motif_19	5737	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_152', 'motif_53', 'motif_146', 'motif_19']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5752	motif_103	5752	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_101', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5752	motif_126	5752	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_101', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5752	motif_53	5752	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_101', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5752	motif_101	5752	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_101', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5752	motif_70	5752	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_126', 'motif_53', 'motif_101', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5755	motif_83	5755	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5756	motif_83	5756	0.0	1.0	1.0	1.0	-1		['motif_83', 'motif_14']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5756	motif_14	5756	0.0	1.0	1.0	1.0	-1		['motif_83', 'motif_14']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5761	motif_16	5761	0.0	1.0	1.0	1.0	-1		['motif_16', 'motif_131', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5761	motif_131	5761	0.0	1.0	1.0	1.0	-1		['motif_16', 'motif_131', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5761	motif_83	5761	0.0	1.0	1.0	1.0	-1		['motif_16', 'motif_131', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5769	motif_77	5769	0.0	1.0	1.0	1.0	-1		['motif_77', 'motif_155']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5769	motif_155	5769	0.0	1.0	1.0	1.0	-1		['motif_77', 'motif_155']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5774	motif_199	5774	0.0	1.0	1.0	1.0	-1		['motif_199', 'motif_103']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5774	motif_103	5774	0.0	1.0	1.0	1.0	-1		['motif_199', 'motif_103']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5776	motif_103	5776	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_70', 'motif_126', 'motif_53', 'motif_199', 'motif_128', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5776	motif_70	5776	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_70', 'motif_126', 'motif_53', 'motif_199', 'motif_128', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5776	motif_126	5776	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_70', 'motif_126', 'motif_53', 'motif_199', 'motif_128', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5776	motif_53	5776	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_70', 'motif_126', 'motif_53', 'motif_199', 'motif_128', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5776	motif_199	5776	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_70', 'motif_126', 'motif_53', 'motif_199', 'motif_128', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5776	motif_128	5776	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_70', 'motif_126', 'motif_53', 'motif_199', 'motif_128', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5776	motif_158	5776	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_70', 'motif_126', 'motif_53', 'motif_199', 'motif_128', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5777	motif_70	5777	0.0	1.0	1.0	1.0	-1		['motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5778	motif_83	5778	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5779	motif_83	5779	0.0	1.0	1.0	1.0	-1		['motif_83', 'motif_14', 'motif_73']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5779	motif_14	5779	0.0	1.0	1.0	1.0	-1		['motif_83', 'motif_14', 'motif_73']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5779	motif_73	5779	0.0	1.0	1.0	1.0	-1		['motif_83', 'motif_14', 'motif_73']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5787	motif_8	5787	0.0	1.0	1.0	1.0	-1		['motif_8']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5799	motif_155	5799	0.0	1.0	1.0	1.0	-1		['motif_155']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5801	motif_155	5801	0.0	1.0	1.0	1.0	-1		['motif_155']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5802	motif_126	5802	0.0	1.0	1.0	1.0	-1		['motif_126']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5808	motif_126	5808	0.0	1.0	1.0	1.0	-1		['motif_126']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5819	motif_73	5819	0.0	1.0	1.0	1.0	-1		['motif_73', 'motif_14', 'motif_53', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5819	motif_14	5819	0.0	1.0	1.0	1.0	-1		['motif_73', 'motif_14', 'motif_53', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5819	motif_53	5819	0.0	1.0	1.0	1.0	-1		['motif_73', 'motif_14', 'motif_53', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5819	motif_83	5819	0.0	1.0	1.0	1.0	-1		['motif_73', 'motif_14', 'motif_53', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5825	motif_83	5825	0.0	1.0	1.0	1.0	-1		['motif_83', 'motif_14']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5825	motif_14	5825	0.0	1.0	1.0	1.0	-1		['motif_83', 'motif_14']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5826	motif_83	5826	0.0	1.0	1.0	1.0	-1		['motif_83', 'motif_14']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5826	motif_14	5826	0.0	1.0	1.0	1.0	-1		['motif_83', 'motif_14']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5829	motif_126	5829	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5829	motif_128	5829	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5830	motif_131	5830	0.0	1.0	1.0	1.0	-1		['motif_131', 'motif_14']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5830	motif_14	5830	0.0	1.0	1.0	1.0	-1		['motif_131', 'motif_14']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5831	motif_175	5831	0.0	1.0	1.0	1.0	-1		['motif_175']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5835	motif_126	5835	0.0	1.0	1.0	1.0	-1		['motif_126']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5838	motif_83	5838	0.0	1.0	1.0	1.0	-1		['motif_83', 'motif_14']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5838	motif_14	5838	0.0	1.0	1.0	1.0	-1		['motif_83', 'motif_14']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5852	motif_154	5852	0.0	1.0	1.0	1.0	-1		['motif_154', 'motif_85']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5852	motif_85	5852	0.0	1.0	1.0	1.0	-1		['motif_154', 'motif_85']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5870	motif_103	5870	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_53', 'motif_146', 'motif_128', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5870	motif_53	5870	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_53', 'motif_146', 'motif_128', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5870	motif_146	5870	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_53', 'motif_146', 'motif_128', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5870	motif_128	5870	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_53', 'motif_146', 'motif_128', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5870	motif_158	5870	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_53', 'motif_146', 'motif_128', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5871	motif_85	5871	0.0	1.0	1.0	1.0	-1		['motif_85']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5880	motif_83	5880	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5897	motif_154	5897	0.0	1.0	1.0	1.0	-1		['motif_154']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5900	motif_85	5900	0.0	1.0	1.0	1.0	-1		['motif_85']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5902	motif_108	5902	0.0	1.0	1.0	1.0	-1		['motif_108', 'motif_175']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5902	motif_175	5902	0.0	1.0	1.0	1.0	-1		['motif_108', 'motif_175']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5905	motif_103	5905	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_181', 'motif_25', 'motif_123', 'motif_146', 'motif_199']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5905	motif_181	5905	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_181', 'motif_25', 'motif_123', 'motif_146', 'motif_199']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5905	motif_25	5905	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_181', 'motif_25', 'motif_123', 'motif_146', 'motif_199']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5905	motif_123	5905	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_181', 'motif_25', 'motif_123', 'motif_146', 'motif_199']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5905	motif_146	5905	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_181', 'motif_25', 'motif_123', 'motif_146', 'motif_199']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5905	motif_199	5905	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_181', 'motif_25', 'motif_123', 'motif_146', 'motif_199']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5913	motif_103	5913	0.0	1.0	1.0	1.0	-1		['motif_103']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5914	motif_103	5914	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_25', 'motif_123', 'motif_53', 'motif_199', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5914	motif_25	5914	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_25', 'motif_123', 'motif_53', 'motif_199', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5914	motif_123	5914	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_25', 'motif_123', 'motif_53', 'motif_199', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5914	motif_53	5914	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_25', 'motif_123', 'motif_53', 'motif_199', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5914	motif_199	5914	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_25', 'motif_123', 'motif_53', 'motif_199', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5914	motif_70	5914	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_25', 'motif_123', 'motif_53', 'motif_199', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5915	motif_131	5915	0.0	1.0	1.0	1.0	-1		['motif_131']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5916	motif_83	5916	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5918	motif_103	5918	0.0	1.0	1.0	1.0	-1		['motif_103']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5919	motif_103	5919	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5919	motif_158	5919	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5922	motif_77	5922	0.0	1.0	1.0	1.0	-1		['motif_77', 'motif_104', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5922	motif_104	5922	0.0	1.0	1.0	1.0	-1		['motif_77', 'motif_104', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5922	motif_83	5922	0.0	1.0	1.0	1.0	-1		['motif_77', 'motif_104', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5927	motif_103	5927	0.0	1.0	1.0	1.0	-1		['motif_103']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5929	motif_103	5929	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_25']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5929	motif_25	5929	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_25']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5941	motif_70	5941	0.0	1.0	1.0	1.0	-1		['motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5942	motif_133	5942	0.0	1.0	1.0	1.0	-1		['motif_133']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5946	motif_103	5946	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_64', 'motif_146']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5946	motif_64	5946	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_64', 'motif_146']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5946	motif_146	5946	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_64', 'motif_146']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5947	motif_108	5947	0.0	1.0	1.0	1.0	-1		['motif_108']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5949	motif_77	5949	0.0	1.0	1.0	1.0	-1		['motif_77', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5949	motif_83	5949	0.0	1.0	1.0	1.0	-1		['motif_77', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5951	motif_126	5951	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_53', 'motif_158', 'motif_170']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5951	motif_53	5951	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_53', 'motif_158', 'motif_170']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5951	motif_158	5951	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_53', 'motif_158', 'motif_170']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5951	motif_170	5951	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_53', 'motif_158', 'motif_170']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5971	motif_103	5971	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_91']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5971	motif_91	5971	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_91']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5978	motif_111	5978	0.0	1.0	1.0	1.0	-1		['motif_111']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5979	motif_111	5979	0.0	1.0	1.0	1.0	-1		['motif_111', 'motif_53']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5979	motif_53	5979	0.0	1.0	1.0	1.0	-1		['motif_111', 'motif_53']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5980	motif_19	5980	0.0	1.0	1.0	1.0	-1		['motif_19', 'motif_103', 'motif_25', 'motif_53']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5980	motif_103	5980	0.0	1.0	1.0	1.0	-1		['motif_19', 'motif_103', 'motif_25', 'motif_53']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5980	motif_25	5980	0.0	1.0	1.0	1.0	-1		['motif_19', 'motif_103', 'motif_25', 'motif_53']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
5980	motif_53	5980	0.0	1.0	1.0	1.0	-1		['motif_19', 'motif_103', 'motif_25', 'motif_53']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
