CLUSTERID1	interaction	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	EdgeAnnotation	shared_motifs	TopSharedMotifs
6815	cosine	6815	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6817	cosine	6817	0.0	1.0	1.0	1.0	-1		['motif_39']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6820	cosine	6820	0.0	1.0	1.0	1.0	-1		['motif_2']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6828	cosine	6828	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6834	cosine	6834	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6836	cosine	6836	0.0	1.0	1.0	1.0	-1		['motif_25']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6840	cosine	6840	0.0	1.0	1.0	1.0	-1		['motif_156', 'motif_91']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6844	cosine	6844	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_156', 'motif_53']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6845	cosine	6845	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_156', 'motif_91', 'motif_53']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6853	cosine	6853	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6863	cosine	6863	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6864	cosine	6864	0.0	1.0	1.0	1.0	-1		['motif_199']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6867	cosine	6867	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6873	cosine	6873	0.0	1.0	1.0	1.0	-1		['motif_53', 'motif_80']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6878	cosine	6878	0.0	1.0	1.0	1.0	-1		['motif_64']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6880	cosine	6880	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6882	cosine	6882	0.0	1.0	1.0	1.0	-1		['motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6885	cosine	6885	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6894	cosine	6894	0.0	1.0	1.0	1.0	-1		['motif_103']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6897	cosine	6897	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6911	cosine	6911	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6912	cosine	6912	0.0	1.0	1.0	1.0	-1		['motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6916	cosine	6916	0.0	1.0	1.0	1.0	-1		['motif_16']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6926	cosine	6926	0.0	1.0	1.0	1.0	-1		['motif_170', 'motif_70', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6930	cosine	6930	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6937	cosine	6937	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6959	cosine	6959	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6962	cosine	6962	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6969	cosine	6969	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6971	cosine	6971	0.0	1.0	1.0	1.0	-1		['motif_199']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6973	cosine	6973	0.0	1.0	1.0	1.0	-1		['motif_164']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6974	cosine	6974	0.0	1.0	1.0	1.0	-1		['motif_64']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6975	cosine	6975	0.0	1.0	1.0	1.0	-1		['motif_123']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6986	cosine	6986	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6988	cosine	6988	0.0	1.0	1.0	1.0	-1		['motif_104']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6989	cosine	6989	0.0	1.0	1.0	1.0	-1		['motif_199', 'motif_103', 'motif_25']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6991	cosine	6991	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
6993	cosine	6993	0.0	1.0	1.0	1.0	-1		['motif_155']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7001	cosine	7001	0.0	1.0	1.0	1.0	-1		['motif_126']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7008	cosine	7008	0.0	1.0	1.0	1.0	-1		['motif_199']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7010	cosine	7010	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7011	cosine	7011	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7012	cosine	7012	0.0	1.0	1.0	1.0	-1		['motif_16']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7015	cosine	7015	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7020	cosine	7020	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7024	cosine	7024	0.0	1.0	1.0	1.0	-1		['motif_199', 'motif_103', 'motif_25']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7030	cosine	7030	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7041	cosine	7041	0.0	1.0	1.0	1.0	-1		['motif_199', 'motif_176']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7044	cosine	7044	0.0	1.0	1.0	1.0	-1		['motif_199']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7046	cosine	7046	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7047	cosine	7047	0.0	1.0	1.0	1.0	-1		['motif_136']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7050	cosine	7050	0.0	1.0	1.0	1.0	-1		['motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7051	cosine	7051	0.0	1.0	1.0	1.0	-1		['motif_16', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7053	cosine	7053	0.0	1.0	1.0	1.0	-1		['motif_108']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7054	cosine	7054	0.0	1.0	1.0	1.0	-1		['motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7057	cosine	7057	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7058	cosine	7058	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7067	cosine	7067	0.0	1.0	1.0	1.0	-1		['motif_108']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7068	cosine	7068	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_53', 'motif_156']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7082	cosine	7082	0.0	1.0	1.0	1.0	-1		['motif_108', 'motif_175']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7085	cosine	7085	0.0	1.0	1.0	1.0	-1		['motif_91']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7086	cosine	7086	0.0	1.0	1.0	1.0	-1		['motif_176', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7090	cosine	7090	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7096	cosine	7096	0.0	1.0	1.0	1.0	-1		['motif_16']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7099	cosine	7099	0.0	1.0	1.0	1.0	-1		['motif_64']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7104	cosine	7104	0.0	1.0	1.0	1.0	-1		['motif_140']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7117	cosine	7117	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7118	cosine	7118	0.0	1.0	1.0	1.0	-1		['motif_91']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7119	cosine	7119	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7125	cosine	7125	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_53', 'motif_101', 'motif_64']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7126	cosine	7126	0.0	1.0	1.0	1.0	-1		['motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7134	cosine	7134	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7141	cosine	7141	0.0	1.0	1.0	1.0	-1		['motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7144	cosine	7144	0.0	1.0	1.0	1.0	-1		['motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7147	cosine	7147	0.0	1.0	1.0	1.0	-1		['motif_146', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7148	cosine	7148	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7164	cosine	7164	0.0	1.0	1.0	1.0	-1		['motif_91']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7174	cosine	7174	0.0	1.0	1.0	1.0	-1		['motif_101']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7176	cosine	7176	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7181	cosine	7181	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7187	cosine	7187	0.0	1.0	1.0	1.0	-1		['motif_94']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7190	cosine	7190	0.0	1.0	1.0	1.0	-1		['motif_61', 'motif_108', 'motif_37']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7192	cosine	7192	0.0	1.0	1.0	1.0	-1		['motif_155']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7196	cosine	7196	0.0	1.0	1.0	1.0	-1		['motif_37']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7197	cosine	7197	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_156', 'motif_70', 'motif_126', 'motif_53', 'motif_101', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7198	cosine	7198	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7199	cosine	7199	0.0	1.0	1.0	1.0	-1		['motif_154', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7204	cosine	7204	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7205	cosine	7205	0.0	1.0	1.0	1.0	-1		['motif_156', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7206	cosine	7206	0.0	1.0	1.0	1.0	-1		['motif_46', 'motif_53', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7212	cosine	7212	0.0	1.0	1.0	1.0	-1		['motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7213	cosine	7213	0.0	1.0	1.0	1.0	-1		['motif_73', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7232	cosine	7232	0.0	1.0	1.0	1.0	-1		['motif_80']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7239	cosine	7239	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7253	cosine	7253	0.0	1.0	1.0	1.0	-1		['motif_91']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7255	cosine	7255	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_75', 'motif_160']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7256	cosine	7256	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7258	cosine	7258	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7259	cosine	7259	0.0	1.0	1.0	1.0	-1		['motif_53']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7264	cosine	7264	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7268	cosine	7268	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7269	cosine	7269	0.0	1.0	1.0	1.0	-1		['motif_126']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7274	cosine	7274	0.0	1.0	1.0	1.0	-1		['motif_126', 'motif_103', 'motif_146']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7284	cosine	7284	0.0	1.0	1.0	1.0	-1		['motif_53']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7285	cosine	7285	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7292	cosine	7292	0.0	1.0	1.0	1.0	-1		['motif_85', 'motif_39']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7299	cosine	7299	0.0	1.0	1.0	1.0	-1		['motif_93']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7311	cosine	7311	0.0	1.0	1.0	1.0	-1		['motif_199', 'motif_53']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7353	cosine	7353	0.0	1.0	1.0	1.0	-1		['motif_91']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7362	cosine	7362	0.0	1.0	1.0	1.0	-1		['motif_93', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7382	cosine	7382	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7388	cosine	7388	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7392	cosine	7392	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7400	cosine	7400	0.0	1.0	1.0	1.0	-1		['motif_25', 'motif_91']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7402	cosine	7402	0.0	1.0	1.0	1.0	-1		['motif_176', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7404	cosine	7404	0.0	1.0	1.0	1.0	-1		['motif_91']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7407	cosine	7407	0.0	1.0	1.0	1.0	-1		['motif_39']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7416	cosine	7416	0.0	1.0	1.0	1.0	-1		['motif_12']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7420	cosine	7420	0.0	1.0	1.0	1.0	-1		['motif_155']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7422	cosine	7422	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_91', 'motif_176', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7424	cosine	7424	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7438	cosine	7438	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7440	cosine	7440	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7442	cosine	7442	0.0	1.0	1.0	1.0	-1		['motif_27', 'motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7448	cosine	7448	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7449	cosine	7449	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_53']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7462	cosine	7462	0.0	1.0	1.0	1.0	-1		['motif_186']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7467	cosine	7467	0.0	1.0	1.0	1.0	-1		['motif_83', 'motif_73']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7468	cosine	7468	0.0	1.0	1.0	1.0	-1		['motif_152']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7506	cosine	7506	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7527	cosine	7527	0.0	1.0	1.0	1.0	-1		['motif_53', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7529	cosine	7529	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7531	cosine	7531	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_53', 'motif_70']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7543	cosine	7543	0.0	1.0	1.0	1.0	-1		['motif_39']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7551	cosine	7551	0.0	1.0	1.0	1.0	-1		['motif_93', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7561	cosine	7561	0.0	1.0	1.0	1.0	-1		['motif_39']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7563	cosine	7563	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7569	cosine	7569	0.0	1.0	1.0	1.0	-1		['motif_103']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7571	cosine	7571	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7572	cosine	7572	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7583	cosine	7583	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7638	cosine	7638	0.0	1.0	1.0	1.0	-1		['motif_93', 'motif_34', 'motif_12', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7648	cosine	7648	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7652	cosine	7652	0.0	1.0	1.0	1.0	-1		['motif_151', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7663	cosine	7663	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7664	cosine	7664	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7674	cosine	7674	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7676	cosine	7676	0.0	1.0	1.0	1.0	-1		['motif_93', 'motif_196']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7691	cosine	7691	0.0	1.0	1.0	1.0	-1		['motif_83', 'motif_39']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7692	cosine	7692	0.0	1.0	1.0	1.0	-1		['motif_146', 'motif_39']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7707	cosine	7707	0.0	1.0	1.0	1.0	-1		['motif_73', 'motif_196', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7716	cosine	7716	0.0	1.0	1.0	1.0	-1		['motif_146', 'motif_39']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7719	cosine	7719	0.0	1.0	1.0	1.0	-1		['motif_91']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7721	cosine	7721	0.0	1.0	1.0	1.0	-1		['motif_83', 'motif_39']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7726	cosine	7726	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7728	cosine	7728	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7734	cosine	7734	0.0	1.0	1.0	1.0	-1		['motif_170']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7741	cosine	7741	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7752	cosine	7752	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7756	cosine	7756	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7759	cosine	7759	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7767	cosine	7767	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7774	cosine	7774	0.0	1.0	1.0	1.0	-1		['motif_158']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7798	cosine	7798	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7827	cosine	7827	0.0	1.0	1.0	1.0	-1		['motif_64']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7831	cosine	7831	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7832	cosine	7832	0.0	1.0	1.0	1.0	-1		['motif_93', 'motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7835	cosine	7835	0.0	1.0	1.0	1.0	-1		['motif_103', 'motif_146']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7842	cosine	7842	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7870	cosine	7870	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7906	cosine	7906	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7910	cosine	7910	0.0	1.0	1.0	1.0	-1		['motif_109']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7921	cosine	7921	0.0	1.0	1.0	1.0	-1		['motif_83', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7922	cosine	7922	0.0	1.0	1.0	1.0	-1		['motif_83', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7929	cosine	7929	0.0	1.0	1.0	1.0	-1		['motif_19']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7931	cosine	7931	0.0	1.0	1.0	1.0	-1		['motif_83', 'motif_128']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7933	cosine	7933	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7942	cosine	7942	0.0	1.0	1.0	1.0	-1		['motif_93', 'motif_73']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7951	cosine	7951	0.0	1.0	1.0	1.0	-1		['motif_27']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7955	cosine	7955	0.0	1.0	1.0	1.0	-1		['motif_64']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7962	cosine	7962	0.0	1.0	1.0	1.0	-1		['motif_30', 'motif_64']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7966	cosine	7966	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7967	cosine	7967	0.0	1.0	1.0	1.0	-1		['motif_64']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7974	cosine	7974	0.0	1.0	1.0	1.0	-1		['motif_83', 'motif_104']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7981	cosine	7981	0.0	1.0	1.0	1.0	-1		['motif_87']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7982	cosine	7982	0.0	1.0	1.0	1.0	-1		['motif_83']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7986	cosine	7986	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7992	cosine	7992	0.0	1.0	1.0	1.0	-1		['motif_29']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
7995	cosine	7995	0.0	1.0	1.0	1.0	-1		None	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
8016	cosine	8016	0.0	1.0	1.0	1.0	-1		['motif_83', 'motif_165']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
8028	cosine	8028	0.0	1.0	1.0	1.0	-1		['motif_91']	['motif_103', 'motif_53', 'motif_126', 'motif_83', 'motif_128']
