,SMILES
5965,[C@@]12([C@]3([C@@H]([C@@]4([C@@H](CC3)C([C@H](CC4)O[C@H]3[C@@H]([C@H]([C@H](CO3)O)O)O)(C)C)C)CC=C1[C@@H]1[C@](CC2)(C(=O)O)CCC(C1)(C)C)C)C
5966,[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCC\C=C/CCCC
5967,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O
5968,[C@@H](NC(=O)[C@@H](NC(=O)Cc1ccccc1)C)(C(C)C)C(=O)O
5969,[C@@H]1([C@@H]([C@@H](O[C@H]2O[C@@H]([C@H](CC2)O[C@@H]2O[C@@H]([C@H](CC2)O)C)C)C/C=C(/C=C(/C[C@@H](/C=C\[C@@H]2[C@H](C=CC(=O)O2)C)C)\C)\C)C)[C@@H](CCC(=O)O1)C
5970,C[C@H](CCCCCCCCCCCCCC/C=C/C(=O)O)O
5971,[C@]12([C@H]3[C@@]4([C@@H](C[C@H]2OC(=O)C[C@]1([C@H]([C@@H]([C@H]3OC(=O)C)OC)C)O)[C@@H](C[C@@H](C4=O)O)C)C)C
5972,[C@@]1([C@@H]2C[C@@H](C(=O)O2)[C@@H]2[C@@]3([C@@H](C[C@H]2OC(=O)C)C2=CC[C@@H]4[C@@](C2=CC3)(CC[C@@H](C4)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C)C)([C@@H](O1)C)C(C)C
5973,CC(C)COC(=O)N1CCC[C@@H]1C(=O)Nc1ccc(cc1)OC
5974,[C@@]12([C@]3([C@@H]([C@@]4([C@@H](CC3)C(CCC4)(C)C)C)CCC1=C1[C@](CC2)(CCC1)C)C)C
5975,[H]OC(=O)[C@]1([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]2(C3=C(C([H])([H])C([H])([H])C12[H])C1([H])C([H])([H])C([H])([H])C([H])(C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]1(C([H])([H])[H])C([H])([H])C3([H])[H])C([H])([H])[H]
5976,[H]C(=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])([H])[C@@]([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OP([O-])(=O)OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
5977,CCCCCCCCCCCCCCCCCC(=O)OCC1=CC(OC)=C2CCC(C)(CC(=O)C=C(C)C)OC2=C1C=O
5978,[C@@H]1(/C(=C/C=C/C(O)(C)C)/C)CC/C(=C/CC/C(=C/C1)/C)/C
5979,[C@@H]12[C@H](OC(=O)C1=C)C[C@@H](CC/C=C(\CC2)/C(=O)OC)CO
5980,[C@@H]1([C@@H]([C@H](c2c(ccc(c2)CCNC)OC)C=C(C1)C)C(C)C)c1c(ccc(c1)CCNC)OC
5981,C[N@@H+](Cc1ccccc1)Cc1cn(nn1)C[C@H]1C[C@H]2CC[N@@H+]1C[C@@H]2C(=O)N1CC[C@H](CC1)C(=O)N
5982,C[C@H](C(=O)OC)NC(=O)[C@H]1CN(CCN1S(=O)(=O)C)C(=O)C
5983,CCCCC/C=C/C/C=C/CCCCCCCC(OCC)=O
5984,[H]C(=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])([H])[C@@]([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OP([O-])(=O)OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
5985,c12c3c4c(c(c1CCN([C@H]2Cc1ccc(cc1)Oc1cc(C[C@H]2[C@@H]5[C@@H](C(=C(C(=C5)OC)OC)O3)CCN2C)ccc1OC)C)OC)OCO4
5986,CCCNC(=O)OC[C@H]1C[C@@H]2CC[N@H+]1C[C@@H]2c1cc(nc(n1)C)c1ccccc1OC
5987,C[C@]1(C(=C)[C@H]2[C@@H](C[C@@]1([C@@]2(O)OC)C(=O)CCc1cccc(c1)c1cc(cc(c1)O)C[NH2+]C)CO)C1CCCCC1
5988,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(C)C1=C(C(=O)c2c3CCCC(C)(C)c3ccc2C1=O)O
5989,CC=Cc1ccc2[C@H]3[C@H]([C@H](CO)[C@@H](Cn2c1=O)N3C(=O)C)C(=NCC1CCCCC1)O
5990,[H][C@](COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC
5991,CC(C)CNC(=O)\C=C\C=C\CCCC\C=C\C1=CC2=C(OCO2)C=C1
5992,[C@]12([C@@](C(=CC2)C(=O)C)(CC=C2[C@H]1CC[C@@H]1[C@@]2(CC[C@@H](C1(C)C)O)C)C)C
5993,CC(CCO)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C
5994,c12c(cc(cc1)/C=C/CCCCC/C=C/C=C/C(=O)NCCC(C)C)OCO2
5995,C1(C(OC(C(C1O)O)O)CO)OC1OC(C(C(C1O)O)O)COC(=O)C
5996,CCCCCCCCCCCCCCCC(O)CC(O)CO
5997,c12c3c4c(cc2CCN([C@@H]1Cc1ccc(cc1)Oc1c2[C@@H](Cc5cc(c(O3)cc5)CO4)N(CCc2cc(c1OC)OC)C)C)OC
5998,c1ccc(cc1)CCCN1CCN(CC1)CCOC(c1ccccc1)c1ccccc1
5999,[C@@H]12[C@@H]([C@@H]3C(=CC(=O)CC3)[C@@H](C2)O)CC[C@H]2[C@H]1CC[C@@H]2[C@@H](CC[C@H](C(C)C)CC)C
6000,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C(\[H])=C(\[H])/C(/[H])=C(\[H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(O[H])(O[H])O[H]
6001,C[C@@]12[C@@H]3CCC[C@@H]4[C@H]1[C@@H](C[C@@H]([C@H]2C[C@H](C3)O)O)[C@H]1[C@H]4[C@@H]2C[N@@H+]3C[C@H]4CC[C@@H](c5ccccc5CSSC[C@@H](C4)[C@H]3[C@@]([C@H]2CC1)(C)O)CCc1ccccc1
6002,c1(c(c(ccc1)O)O)C(=O)OCCCCCCCCCCCCC[C@H](CC)C
6003,Cc1ccc(cc1)N1C(=O)C=CC1=O
6004,CCCCCCCCCCCCCCCCC=CC(O)=O
6005,CC[C@H]1CN(CC[C@H]1CC(=O)N1CC[C@H](C1)NC(=O)C)C(=O)c1cccnc1
6006,[C@@]12([C@]3([C@@H]([C@@]4(C(=C(CC4)C(C)C)C=C3)C)CC[C@@H]1[C@@]1([C@@H](C(=O)C2)C([C@H](CC1)O)(C)C)C)C)C
6007,[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)CCCCCCCCCC(C)C)O)O)O)OC(C/C=C/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=C(/CCC=C(C)C)\C)\C)\C)/C)/C)/C)(C)C
6008,CCCCC[C@@H]1C[C@H]2[C@H](CC[C@@]34C[C@]2(C1)[C@@H]3[C@H](C[C@@]1(CCC[C@]4(C1)O)C)O)[NH2+]C
6009,[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC
6010,[C@H]([C@H](C(=O)N[C@@H]1C(=O)NCCCC1)OC)([C@H]([C@H](OC(=O)CCCCCCCCCCCCCCC)/C=C/C(C)C)O)O
6011,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC
6012,[H]OP(=O)(OC([H])([H])C([H])([H])N([H])[H])OC([H])([H])[C@]([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
6013,[C@@]12([C@@]([C@H]([C@H](C[C@H]2OC(=O)C)OC(=O)C)OC(=O)C)(CC[C@H]2[C@@H]3[C@@]([C@@H]4[C@@H](O[C@]5([C@H]4C)OC[C@H](CC5)C)C3)(CC[C@H]12)C)O)C
6014,c12c(c(c(c(c2O)CC=C(C)C)O)CC=C(C)C)occ(c1=O)c1cc(C(C=C)(C)C)c(cc1)O
6015,CC(=CC(=O)N1CC[C@@H]([C@H]1C(=O)NCCCC(=O)OC)NC(=O)NCC=C)C
6016,CCCCC\C=C\C=C/C(O)CCCCCCCC(O)=O
6017,CCC[C@H]1CC[C@H]2[C@@H]3CCCC[C@@]([C@@H]3O[C@@H]2CC1)([C@@](C)([C@H]1CC[C@@]2([C@@]1(CC[C@H]1[C@H]2/C(=N/C[C@H](C)O)/C(=O)[C@H]2[C@@]1(C[C@@H]([C@@H](C2)O)O)CCc1ccc([nH+]c1)N)C)O)O)O
6018,C(=O)(CCCCCCCCCCC/C=C\CCCC)OCC
6019,C(=C\C=C\C=C\C=C\C=C\C=C\C=C\C/C=C/C(=O)O)(/C(=O)C)\C
6020,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)(O)O[C@@H]1[C@@H]([C@@H]([C@H]([C@@H]([C@H]1O)O)O)O)O)O
6021,[H][C@@](COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCC\C=C/CCCCCCCC
6022,C(=N)(NCCCNCCCCNC(=N)N)N
6023,[C@@]12([C@@H]([C@@H]3[C@@H](CC2)[C@@]2(C(=CC3)C[C@H](CC2)O)C)CC[C@@H]1[C@@H](C1=NC[C@@H](CC1)C)C)C
6024,[H][C@@](COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(O)=O)OC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC
6025,COc1ccc(cc1)CC(=O)Nc1ccc2n(c1=O)C[C@H]1C[C@@H]2C[N@@H+](C1)CCCc1ccccc1
6026,C[C@H]1CC[C@H]2[C@@]([C@H]3CC[C@@H]4[C@@H]([C@@H]3C[N@@H+]2C1)C[C@H]1[C@H]4C[C@@H]([C@@H]2[C@@]1(C[C@@]1(CC[C@@H](C1)CCc1ccc3cc4ccccc4cc3c1)[C@@H](C2)O)C)O)(C)O
6027,[C@@]123[C@]4(C2)[C@H](C([C@H](CC4)O[C@H]2[C@@H]([C@H]([C@H](CO2)O)O)O)(C)C)CC=C1[C@]1([C@]([C@@H](C3)OC(=O)C)([C@H](C(=O)[C@@H]1O)[C@@H](CC(=O)[C@H]1C(O1)(C)C)C)C)C
6028,C(=O)(OC[C@@H](CO)O)CCCCCCCCCCCCCCCC
6029,Cc1ccccc1C[N@@H+]1CCN(CC[N@@H+](CCN(CC1)Cc1ccccc1C)Cc1ccccc1C)Cc1ccccc1C
6030,O=C1CCCCCCCCCCCC(=O)OCCO1
6031,[C@]1([C@@H]2C(=C[C@H]1OC(=O)[C@@H](C(C)C)O)C(=CO[C@H]2OC(=O)CC(C)C)COC(=O)C)(COC(=O)CC(C)C)O
6032,c1ccc(cc1)C[C@H]1COCn2c(CCCC(=N1)O)cnn2
6033,CCCCc1cc(=O)oc2c1ccc(c2C)OCC(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)[O-]
6034,[C@]123[C@](C2)([C@@H](CC3)[C@H]2C(=O)O[C@H](C2)/C=C(/CO)\C)[C@@H](C[C@H]2[C@]1([C@@H](C[C@@H]1[C@@]2(CC=C2[C@@]1(CO[C@@H](C2)c1ccccc1)C)C)O)C)O
6035,CCCCCCCC[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]1[C@@H]2CC=C2[C@@]1(CC[C@@H](C2)Cl)C)C
6036,[C@H](COC[C@@H](CO)O)(CCCCCCCCCCCCCC)OC
6037,CCCCCC[C@@]12CC[C@@]3([C@@H]([C@]1(CC[C@@]1([C@H]2C[C@](CC1)(C)C(=O)[O-])C)C)CC[C@@]12[C@H]3[C@H](C[C@@]([C@@H]1CCC)(O[C@H]2Cc1ccc(cc1)CCOC)O)O)C
6038,[C@H]12[C@@H](OC(=O)[C@@H]1C)/C=C(/CC[C@@H](C(=C)[C@@H](C2)OC(=O)C)OO)\C
6039,[C@@H]1([C@@]2(NC3=N[C@@]4(C[C@@H]5N3[C@H]1CC5)O[C@@H](C=CCC4)CC)O[C@H](CCC2)C)C(=O)OCC
6040,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCCCC)COP(=O)(O)OC[C@@H](C(=O)[O-])N
6041,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@@H]([C@H](CC[C@]4(C)[C@H]3CC[C@]12C)O)C(=O)O
6042,[H]OC([H])([H])[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])OC([H])([H])[C@]([H])(OC(=O)C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
6043,[C@@]12([C@H]([C@@H]([C@@H]([C@@H](C2)C(=C)C)O)O)CC[C@H]([C@@H]1C)OC(=O)/C=C\[C@@H](OC(=O)/C=C\CCC)CC)C
6044,[C@]123[C@H]([C@]4([C@H](C[C@@H]2OC(=O)C)[C@@](CCC4)(C(=O)O)C)C)CC[C@H](C3)[C@@]2(C1=O)CC(=CCC2)CC[C@H]1[C@]2([C@@H](C(CCC2)(C)C)CCC1=C)C
6045,[C@H]1([C@H]([C@@H](OC(=O)[C@H]([C@H](OC1=O)C)NC(=O)c1c(c(ccc1)NC=O)O)C)OC(=O)CCCC)Cc1ccccc1
6046,COc1ccc(cc1)C(C(=NC1CCCC1)O)N1CCc2ccccc12
6047,[H]C(OC([H])([H])[C@@]([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OP([O-])(=O)OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
6048,C[C@H](CCCC(C)C)[C@H](Cc1cc(c(c(c1)OCC[NH2+]C)O)NC(=[NH2+])NC)/C=C/C(=O)CCc1ccc(c(c1)OC)O
6049,[H][C@@](COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCC
6050,[C@H]12[C@@]3([C@@H](C[C@@H]2O[C@@]2([C@H]1C)[C@H](C[C@H](CO2)C)O)[C@H]1[C@H](CC3)[C@@]2([C@@H](CC1)[C@@H]([C@H](CC2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)C)C
6051,C[C@]12CCCC[C@@H]1CC[C@H]1[C@@H]3CC[C@@](C)([C@@]3(C)C[C@@](C)([C@H]21)O)O
6052,CCCCCCCC/C=C\CCCCCCCC(=O)OCCCc1cc2cc(c3ccc4c(c3)OCO4)oc2c(c1)OC
6053,CC(C)(C)NC(=O)C[C@@H]1CC[NH2+]C[C@@H]1Cc1cc(on1)COc1ccccc1
6054,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCCC(=O)[O-]
6055,[C@@]12([C@@H]3[C@H]([C@H]4[C@](CC3)([C@@H]3[C@H](C4)O[C@]4([C@H]3C)OC[C@H](CC4)C)C)CC=C2C[C@H](C[C@H]1O[C@H]1[C@@H]([C@@H](O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)[C@H](CO1)O)O)O)C
6056,[C@]12([C@@H](C([C@@H]([C@@H](C2)O)O)(C)C)Cc2c(O1)c(cc(c2)/C=C/c1cc(c(c(c1)O)C/C=C(/CCC=C(C)C)\C)O)O)C
6057,[C@@]12([C@H](C(CCC2)(C)C)CCC(=C)[C@@H]1CC/C(=C/Cn1c2c([n+](c1)C)ncnc2N)/C)C
6058,[C@@]1([C@H](O1)[C@H](/C=C\C)C)([C@H]([C@H](C(=O)[C@@H]([C@H](CC(=O)CC)O)CO)CO)O)C
6059,CCC[NH2+]CC1=C[C@H]2CCCC[C@@H]2[C@@H](c2c1cc(c(c2)OC)O)CC(=O)C[C@@H](CCc1ccc(c(c1)OC)O)OC(=O)C
6060,[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC
6061,CC1=CCCC([C@H]1/C=C(\C)/C(=O)C[C@@H]1c2c(cc3c(c2OC)OCO3)CCN1C)(C)C
6062,[H][C@@](COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC
6063,[C@@]12([C@H](C([C@@H](CC2)O)(C)C)CC=C([C@@H]1CC[C@@H](CC(=O)OC)C)C)C
6064,[C@@H]1(N(C(=N)NC1)C(=O)N)C[C@H]([C@H](CC[C@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H](C(C)C)C(=O)O)C)N)N)O)O
6065,[H][C@](COC(=O)CCCCCCC\C=C/CCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC
6066,CCCCC\C=C/C\C(O)=C/C\C=C/C\C=C\CCCC(O)=O
6067,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C=C\CCCCCC(O)=O
6068,CCCCCc1cccc(c1)C[C@@H]1C[C@H]2[C@H]3[C@@H](/C(=C/4\C(=C(C(=O)O4)C[O-])OC)/OC3=CCC[N@@H+]2[C@@H](C1)[C@H]([C@H]1C[C@@H](CC=C1)C)O)CO
6069,CC[NH2+]C/C(=C/CCC(=C)/C=C/C=C(/COCC)\[C@@H]1CC[C@]2([C@@H]1O)[C@H]1[C@@H](C=C[C@H](/C/1=C(\C)/C=O)C[C@@]2(CC[NH2+]C)O)CCO)/C
6070,C1CCN2CCN(CC2C1)C3=CC=C(C=C3)C4C5=C(CCN4C6=CC=CC=C6)C=C(C=C5)O
6071,[H]C(=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])([H])C([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])[H]
6072,C(C(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OP(=O)(O)OCCN
6073,CC(C)N=C(Nc1ccc2c(c1)C(=O)N(C[C@@H](C)[C@H](CN(C)CC1CCCCC1)OCCCC[C@H](C)O2)[C@@H](C)CO)O
6074,C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)C(=NC1CCCCC1)O)NS(=O)(=O)C
6075,CCC(=O)N1C[C@@H](C)[C@H](CN(C)C(=O)c2cc(ccc2OC[C@@H]1C)NS(=O)(=O)C)OC
6076,CC(=CCOc1ccc(cc1)CC1C(=NC(CO)C(=N1)O)O)C
6077,[H]OP(=O)(OC([H])([H])C([H])([H])N([H])[H])OC([H])([H])[C@]([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
6078,COC(=O)[C@H]1CN(CCN1S(=O)(=O)C)C(=O)N1CCOCC1
6079,[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCC
6080,[C@@]123[C@]4(C2)[C@H]([C@]([C@H](CC4)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)(CO)C)CC[C@@H]1[C@]1([C@](CC3)([C@H](CC1)[C@H]1[C@@H]([C@H](O[C@H]1OC)C=C(C)C)O)C)C
6081,[H]OC([H])([H])[C@]([H])(OC(=O)C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
6082,C[C@H](CCC(=O)O)[C@H]1CCC2=C3CC[C@@H]4C[C@@H](CC[C@]4(C)[C@H]3C[C@@H]([C@]12C)O)O
6083,[C@H]([C@@H](/C=C/CCCCCCCCC)O)(NC(=O)CCCCCCCCCCCCCCCCC)CO
6084,C[C@H](C[C@@H]1C[C@@](C)(O)[C@H](O)O1)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1/C[C@H](O)CCC1=C
6085,[H][C@](COC(=O)CCCCCCCCC\C=C/CCCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC
6086,[C@@]1([C@@H]2[C@]([C@@H](C=CC2)C)(CC[C@H]1C)C)(CC/C(=C/Cn1c2c([n+](c1)C)ncnc2N)/C)C
6087,[C@H]1([C@@H](C1)CCCCCC)CCCCCCCC[C@H](C(=O)O)O
6088,[C@@]123C(C[C@](/C(=C/C(=O)O[C@H](CC(=O)O[C@@H](C3)[C@@H]([C@H](O2)[C@H](CC[C@@H](c2cc(ccc2)O)OC)C)C)[C@H](O)C)/O1)(O)C)(C)C
6089,C[C@H](C[C@H]([C@@H]1[C@@](O1)(C)C1CCCC1)O)C1=C2CC[C@@H]3[C@@]4(C[C@H](C(=O)C([C@@H]4[C@H](C[C@@]3([C@]2(CC1=O)C)C)[NH2+]C[C@H](C)O)(C)C)c1cc(cc(c1)O)C[NH2+]C)C
6090,C[N@H+]1[C@@H]2CC[N@H+]([C@@H]2C(=O)NC[C@@H]1CCC(=O)NCc1ccc(cc1)F)Cc1ccc(o1)CO
6091,CCCCCCCCCCCCCCCCCCCCCCCC(C(=N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCCCC(C)C)O)O)O
6092,c1ccc(cc1)NC1=N[C@H]2[C@H]([C@@H](C[C@@H]([C@H]2S1)C(=O)Nc1nccs1)O)O
6093,CCCCCCCCCCCCCCCCCCCCCCCCC(=N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCCCC(C)C)O)O
6094,CCCCC[C@H]1C[C@H]([C@@H](C=C1)CCCCC[C@@H]([C@@H]([C@H]1C[C@]2(C[C@@H]([C@H]([C@@H]2C=C1)Cc1cc[nH+]c(c1)N)C[NH2+]CC)O)O)C(=O)[O-])O
6095,c1cnc(cn1)C(=O)N1CCN(C[C@H]1C(=O)N[C@H]1CCCNC1=O)C(=O)C1CCCCC1
6096,[C@@]12([C@]3([C@@H]([C@@]4([C@H]([C@H](CC4)[C@@H](CC[C@H]([C@H]([C@@H](O)CO)O)O)C)CC3)C)CC[C@H]1[C@@]1([C@H](C([C@H](CC1)C)(C)C)CC2)C)C)C
6097,[C@@]12([C@H](C3=C(CC2)[C@@]2(C(=CC3)C[C@H](CC2)OC(=O)c2ccccc2)C)CC[C@@H]1[C@@H](/C=C/[C@@H](C(C)C)C)C)C
6098,[H][C@@](COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC
6099,[C@@H](CC(=O)NCC(=O)N[C@H](C(=O)O)CO)(OC(=O)CCCCCCCCCCCC(C)C)CCCCCCCCCCCCC
6100,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@@](C)([C@@]3(C)CC(=O)[C@]21F)O
6101,[H][C@](COC(=O)CCCCCCC\C=C/CCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC
6102,[H][C@@](COC(=O)CCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC
6103,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
6104,CC(=CCCC1=CC[C@@H]([C@H](C1)CCc1ccccc1)C(=O)CCc1ccccc1)C
