CLUSTERID1	interaction	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ	MEH	OtherScore	shared_motifs	TopSharedMotifs
3472	motif_111	7441	0.0	0.0	0.9699	0.0	27.0	['motif_111']	['motif_163', 'motif_111', 'motif_125', 'motif_294', 'motif_131']
1042	motif_163	6496	388.26199999999994	0.0	0.9225	0.0	27.0	['motif_163', 'motif_111', 'motif_125']	['motif_163', 'motif_111', 'motif_125', 'motif_294', 'motif_131']
1042	motif_111	6496	388.26199999999994	0.0	0.9225	0.0	27.0	['motif_163', 'motif_111', 'motif_125']	['motif_163', 'motif_111', 'motif_125', 'motif_294', 'motif_131']
1042	motif_125	6496	388.26199999999994	0.0	0.9225	0.0	27.0	['motif_163', 'motif_111', 'motif_125']	['motif_163', 'motif_111', 'motif_125', 'motif_294', 'motif_131']
1046	motif_163	1050	-20.026	0.0	0.8525	0.0	27.0	['motif_163', 'motif_294']	['motif_163', 'motif_111', 'motif_125', 'motif_294', 'motif_131']
1046	motif_294	1050	-20.026	0.0	0.8525	0.0	27.0	['motif_163', 'motif_294']	['motif_163', 'motif_111', 'motif_125', 'motif_294', 'motif_131']
1277	motif_250	3418	-44.026	0.0	0.948	0.0	28.0	['motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1277	motif_261	3418	-44.026	0.0	0.948	0.0	28.0	['motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1160	motif_75	2670	-44.026	0.0	0.9557	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1160	motif_250	2670	-44.026	0.0	0.9557	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1160	motif_261	2670	-44.026	0.0	0.9557	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
2670	motif_250	3367	44.026	0.0	0.97	0.0	28.0	['motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
2670	motif_261	3367	44.026	0.0	0.97	0.0	28.0	['motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1418	motif_75	4695	88.053	0.0	0.9508	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1418	motif_250	4695	88.053	0.0	0.9508	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1418	motif_261	4695	88.053	0.0	0.9508	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3391	motif_250	3657	-132.08	0.0	0.9399	0.0	28.0	['motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3391	motif_261	3657	-132.08	0.0	0.9399	0.0	28.0	['motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3657	motif_75	4661	132.079	0.0	0.9345	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3657	motif_250	4661	132.079	0.0	0.9345	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3657	motif_261	4661	132.079	0.0	0.9345	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3936	motif_75	5392	132.08	0.0	0.8648	0.0	28.0	['motif_75']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
206	motif_250	3391	44.027	0.0	0.9522	0.0	28.0	['motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
206	motif_261	3391	44.027	0.0	0.9522	0.0	28.0	['motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3367	motif_272	4638	0.0	0.0	0.9647	0.0	28.0	['motif_272', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3367	motif_250	4638	0.0	0.0	0.9647	0.0	28.0	['motif_272', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3367	motif_261	4638	0.0	0.0	0.9647	0.0	28.0	['motif_272', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1160	motif_272	3367	0.001	0.0	0.9715	0.0	28.0	['motif_272', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1160	motif_250	3367	0.001	0.0	0.9715	0.0	28.0	['motif_272', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1160	motif_261	3367	0.001	0.0	0.9715	0.0	28.0	['motif_272', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
638	motif_261	1159	-44.026	0.0	0.9119	0.0	28.0	['motif_261', 'motif_288']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
638	motif_288	1159	-44.026	0.0	0.9119	0.0	28.0	['motif_261', 'motif_288']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3391	motif_20	4661	-0.0	0.0	0.9714	0.0	28.0	['motif_20', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3391	motif_250	4661	-0.0	0.0	0.9714	0.0	28.0	['motif_20', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3391	motif_261	4661	-0.0	0.0	0.9714	0.0	28.0	['motif_20', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3418	motif_142	4695	0.0	0.0	0.9541	0.0	28.0	['motif_142', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3418	motif_250	4695	0.0	0.0	0.9541	0.0	28.0	['motif_142', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3418	motif_261	4695	0.0	0.0	0.9541	0.0	28.0	['motif_142', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1160	motif_75	1277	-44.026	0.0	0.9522	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1160	motif_250	1277	-44.026	0.0	0.9522	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1160	motif_261	1277	-44.026	0.0	0.9522	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
638	motif_98	10188	88.053	0.0	0.945	0.0	28.0	['motif_98', 'motif_261', 'motif_94']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
638	motif_261	10188	88.053	0.0	0.945	0.0	28.0	['motif_98', 'motif_261', 'motif_94']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
638	motif_94	10188	88.053	0.0	0.945	0.0	28.0	['motif_98', 'motif_261', 'motif_94']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1277	motif_75	4695	-44.026	0.0	0.9529	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1277	motif_250	4695	-44.026	0.0	0.9529	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1277	motif_261	4695	-44.026	0.0	0.9529	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
117	motif_75	3358	0.001	0.0	0.9078	0.0	28.0	['motif_75', 'motif_94', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
117	motif_94	3358	0.001	0.0	0.9078	0.0	28.0	['motif_75', 'motif_94', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
117	motif_261	3358	0.001	0.0	0.9078	0.0	28.0	['motif_75', 'motif_94', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
638	motif_261	3353	-44.026	0.0	0.9359999999999999	0.0	28.0	['motif_261', 'motif_94', 'motif_288']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
638	motif_94	3353	-44.026	0.0	0.9359999999999999	0.0	28.0	['motif_261', 'motif_94', 'motif_288']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
638	motif_288	3353	-44.026	0.0	0.9359999999999999	0.0	28.0	['motif_261', 'motif_94', 'motif_288']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1160	motif_272	4638	0.001	0.0	0.9757	0.0	28.0	['motif_272', 'motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1160	motif_75	4638	0.001	0.0	0.9757	0.0	28.0	['motif_272', 'motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1160	motif_250	4638	0.001	0.0	0.9757	0.0	28.0	['motif_272', 'motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1160	motif_261	4638	0.001	0.0	0.9757	0.0	28.0	['motif_272', 'motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3842	motif_94	5392	44.027	0.0	0.8835	0.0	28.0	['motif_94']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1277	motif_20	2670	0.0	0.0	0.965	0.0	28.0	['motif_20', 'motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1277	motif_75	2670	0.0	0.0	0.965	0.0	28.0	['motif_20', 'motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1277	motif_250	2670	0.0	0.0	0.965	0.0	28.0	['motif_20', 'motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1277	motif_261	2670	0.0	0.0	0.965	0.0	28.0	['motif_20', 'motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
2686	motif_94	10188	132.079	0.0	0.9316	0.0	28.0	['motif_94', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
2686	motif_261	10188	132.079	0.0	0.9316	0.0	28.0	['motif_94', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3842	motif_288	3895	-44.026	0.0	0.9563	0.0	28.0	['motif_288', 'motif_98', 'motif_94']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3842	motif_98	3895	-44.026	0.0	0.9563	0.0	28.0	['motif_288', 'motif_98', 'motif_94']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3842	motif_94	3895	-44.026	0.0	0.9563	0.0	28.0	['motif_288', 'motif_98', 'motif_94']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
2670	motif_20	3391	0.001	0.0	0.956	0.0	28.0	['motif_20', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
2670	motif_250	3391	0.001	0.0	0.956	0.0	28.0	['motif_20', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
2670	motif_261	3391	0.001	0.0	0.956	0.0	28.0	['motif_20', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1139	motif_75	1159	44.026	0.0	0.965	0.0	28.0	['motif_75', 'motif_250', 'motif_261', 'motif_288']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1139	motif_250	1159	44.026	0.0	0.965	0.0	28.0	['motif_75', 'motif_250', 'motif_261', 'motif_288']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1139	motif_261	1159	44.026	0.0	0.965	0.0	28.0	['motif_75', 'motif_250', 'motif_261', 'motif_288']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1139	motif_288	1159	44.026	0.0	0.965	0.0	28.0	['motif_75', 'motif_250', 'motif_261', 'motif_288']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
715	motif_75	1418	-44.027	0.0	0.9662	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
715	motif_250	1418	-44.027	0.0	0.9662	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
715	motif_261	1418	-44.027	0.0	0.9662	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
206	motif_75	1418	-88.053	0.0	0.9618	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
206	motif_250	1418	-88.053	0.0	0.9618	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
206	motif_261	1418	-88.053	0.0	0.9618	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1418	motif_75	1437	88.053	0.0	0.9324	0.0	28.0	['motif_75', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1418	motif_261	1437	88.053	0.0	0.9324	0.0	28.0	['motif_75', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3895	motif_94	5392	88.053	0.0	0.8962	0.0	28.0	['motif_94']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
715	motif_23	1896	0.0	0.0	0.9732	0.0	28.0	['motif_23', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
715	motif_250	1896	0.0	0.0	0.9732	0.0	28.0	['motif_23', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
715	motif_261	1896	0.0	0.0	0.9732	0.0	28.0	['motif_23', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
638	motif_94	3358	-88.052	0.0	0.9108	0.0	28.0	['motif_94', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
638	motif_261	3358	-88.052	0.0	0.9108	0.0	28.0	['motif_94', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
206	motif_250	1896	-44.026	0.0	0.9637	0.0	28.0	['motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
206	motif_261	1896	-44.026	0.0	0.9637	0.0	28.0	['motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
4638	motif_75	4661	-44.026	0.0	0.9470000000000001	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
4638	motif_250	4661	-44.026	0.0	0.9470000000000001	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
4638	motif_261	4661	-44.026	0.0	0.9470000000000001	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1160	motif_75	4695	-88.052	0.0	0.9435	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1160	motif_250	4695	-88.052	0.0	0.9435	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1160	motif_261	4695	-88.052	0.0	0.9435	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
2670	motif_20	4661	0.0	0.0	0.9612	0.0	28.0	['motif_20', 'motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
2670	motif_75	4661	0.0	0.0	0.9612	0.0	28.0	['motif_20', 'motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
2670	motif_250	4661	0.0	0.0	0.9612	0.0	28.0	['motif_20', 'motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
2670	motif_261	4661	0.0	0.0	0.9612	0.0	28.0	['motif_20', 'motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
206	motif_75	1160	88.052	0.0	0.9426	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
206	motif_250	1160	88.052	0.0	0.9426	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
206	motif_261	1160	88.052	0.0	0.9426	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1139	motif_75	4661	-88.052	0.0	0.9415	0.0	28.0	['motif_75', 'motif_250', 'motif_261', 'motif_288']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1139	motif_250	4661	-88.052	0.0	0.9415	0.0	28.0	['motif_75', 'motif_250', 'motif_261', 'motif_288']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1139	motif_261	4661	-88.052	0.0	0.9415	0.0	28.0	['motif_75', 'motif_250', 'motif_261', 'motif_288']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1139	motif_288	4661	-88.052	0.0	0.9415	0.0	28.0	['motif_75', 'motif_250', 'motif_261', 'motif_288']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
715	motif_250	3418	44.026	0.0	0.9481	0.0	28.0	['motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
715	motif_261	3418	44.026	0.0	0.9481	0.0	28.0	['motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1139	motif_75	1277	-88.052	0.0	0.9389	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1139	motif_250	1277	-88.052	0.0	0.9389	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1139	motif_261	1277	-88.052	0.0	0.9389	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3358	motif_75	4649	-0.001	0.0	0.9369	0.0	28.0	['motif_75', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3358	motif_261	4649	-0.001	0.0	0.9369	0.0	28.0	['motif_75', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
117	motif_75	1139	0.0	0.0	0.924	0.0	28.0	['motif_75', 'motif_94', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
117	motif_94	1139	0.0	0.0	0.924	0.0	28.0	['motif_75', 'motif_94', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
117	motif_261	1139	0.0	0.0	0.924	0.0	28.0	['motif_75', 'motif_94', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1277	motif_75	4638	44.027	0.0	0.9393	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1277	motif_250	4638	44.027	0.0	0.9393	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1277	motif_261	4638	44.027	0.0	0.9393	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
715	motif_75	3657	-44.027	0.0	0.9521	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
715	motif_250	3657	-44.027	0.0	0.9521	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
715	motif_261	3657	-44.027	0.0	0.9521	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3391	motif_250	4695	-44.027	0.0	0.9590000000000001	0.0	28.0	['motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3391	motif_261	4695	-44.027	0.0	0.9590000000000001	0.0	28.0	['motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1277	motif_20	3391	0.001	0.0	0.9577	0.0	28.0	['motif_20', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1277	motif_250	3391	0.001	0.0	0.9577	0.0	28.0	['motif_20', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1277	motif_261	3391	0.001	0.0	0.9577	0.0	28.0	['motif_20', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3657	motif_75	4695	88.053	0.0	0.9483	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3657	motif_250	4695	88.053	0.0	0.9483	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3657	motif_261	4695	88.053	0.0	0.9483	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
4638	motif_75	4649	44.025	0.0	0.9449	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
4638	motif_250	4649	44.025	0.0	0.9449	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
4638	motif_261	4649	44.025	0.0	0.9449	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3367	motif_250	4661	-44.026	0.0	0.9494	0.0	28.0	['motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3367	motif_261	4661	-44.026	0.0	0.9494	0.0	28.0	['motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1159	motif_75	4638	-88.052	0.0	0.9463	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1159	motif_250	4638	-88.052	0.0	0.9463	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1159	motif_261	4638	-88.052	0.0	0.9463	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1159	motif_75	4649	-44.026	0.0	0.9352	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1159	motif_250	4649	-44.026	0.0	0.9352	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1159	motif_261	4649	-44.026	0.0	0.9352	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
206	motif_75	715	-44.026	0.0	0.9475	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
206	motif_250	715	-44.026	0.0	0.9475	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
206	motif_261	715	-44.026	0.0	0.9475	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1418	motif_250	1896	44.027	0.0	0.9705	0.0	28.0	['motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1418	motif_261	1896	44.027	0.0	0.9705	0.0	28.0	['motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1139	motif_75	4638	-44.026	0.0	0.9719	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1139	motif_250	4638	-44.026	0.0	0.9719	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1139	motif_261	4638	-44.026	0.0	0.9719	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1418	motif_75	3657	0.0	0.0	0.9536	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1418	motif_250	3657	0.0	0.0	0.9536	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
1418	motif_261	3657	0.0	0.0	0.9536	0.0	28.0	['motif_75', 'motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3367	motif_250	4649	44.026	0.0	0.9449	0.0	28.0	['motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
3367	motif_261	4649	44.026	0.0	0.9449	0.0	28.0	['motif_250', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
4809	motif_94	10188	132.079	0.0	0.9047	0.0	28.0	['motif_94', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
4809	motif_261	10188	132.079	0.0	0.9047	0.0	28.0	['motif_94', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
2686	motif_75	4809	-0.0	0.0	0.9574	0.0	28.0	['motif_75', 'motif_94', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
2686	motif_94	4809	-0.0	0.0	0.9574	0.0	28.0	['motif_75', 'motif_94', 'motif_261']	['motif_261', 'motif_250', 'motif_75', 'motif_94', 'motif_20']
