CLUSTERID1	interaction	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ	MEH	OtherScore	shared_motifs	TopSharedMotifs
10087	cosine	11494	17.0	0.9839	44.026	0.0	0.0	['motif_93', 'motif_284', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5827	cosine	5902	17.0	0.9926	-44.028	0.0	0.0	['motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5905	cosine	11516	17.0	0.9819	44.025	0.0	0.0	['motif_226', 'motif_284', 'motif_93']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8968	cosine	10206	17.0	0.9690000000000001	88.05	0.0	0.0	['motif_109', 'motif_226', 'motif_284', 'motif_93']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5831	cosine	9135	17.0	0.9731	-132.082	0.0	0.0	['motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9003	cosine	9159	17.0	0.9562	220.136	0.0	0.0	['motif_93', 'motif_284', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
10131	cosine	10343	17.0	0.987	-44.028	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
10045	cosine	11518	17.0	0.9734	88.052	0.0	0.0	['motif_284', 'motif_93', 'motif_205']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5772	cosine	9627	17.0	0.9759	-220.135	0.0	0.0	['motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8971	cosine	10123	17.0	0.9723	44.025	0.0	0.0	['motif_284', 'motif_93', 'motif_205']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9003	cosine	10022	17.0	0.9785	-44.022	0.0	0.0	['motif_93', 'motif_284', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9087	cosine	9627	17.0	0.9792	-0.003	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8531	cosine	9627	17.0	0.9887	-44.02	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9047	cosine	10427	17.0	0.9465	308.191	0.0	0.0	['motif_226', 'motif_284', 'motif_93']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9047	cosine	9135	17.0	0.9686	-44.022	0.0	0.0	['motif_226', 'motif_284', 'motif_93']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
11443	cosine	11463	17.0	0.9827	44.026	0.0	0.0	['motif_93', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5419	cosine	9412	17.0	0.9556	132.05100000000002	0.0	0.0	None	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8970	cosine	9047	17.0	0.9863	-132.086	0.0	0.0	['motif_93', 'motif_284', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8970	cosine	10087	17.0	0.9657	-176.114	0.0	0.0	['motif_226', 'motif_284', 'motif_93']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8531	cosine	10343	17.0	0.9796	-88.044	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5779	cosine	10019	17.0	0.9854	132.07299999999998	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5772	cosine	11535	17.0	0.9784	132.08	0.0	0.0	['motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9137	cosine	10123	17.0	0.9668	-44.027	0.0	0.0	['motif_284', 'motif_93', 'motif_205']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
11528	cosine	11705	17.0	0.9607	-220.13	0.0	0.0	['motif_205', 'motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
10045	cosine	11705	17.0	0.9635	-176.105	0.0	0.0	['motif_205', 'motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5419	cosine	9206	17.0	0.9547	-44.027	0.0	0.0	['motif_284', 'motif_159', 'motif_226', 'motif_205']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9412	cosine	11443	17.0	0.9702	112.156	0.0	0.0	None	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5779	cosine	9627	17.0	0.981	-176.112	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
10480	cosine	11493	17.0	0.9801	-88.054	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5798	cosine	5902	17.0	0.9796	-176.105	0.0	0.0	['motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5876	cosine	10045	17.0	0.9576	0.001	0.0	0.0	['motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9087	cosine	10343	17.0	0.9693	-44.028	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9966	cosine	10131	17.0	0.9657	-88.051	0.0	0.0	['motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
10087	cosine	10254	17.0	0.9715	-44.023	0.0	0.0	['motif_93', 'motif_284', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
10123	cosine	10169	17.0	0.9918	44.027	0.0	0.0	['motif_205', 'motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8971	cosine	11518	17.0	0.9605	88.052	0.0	0.0	['motif_284', 'motif_93', 'motif_205']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9137	cosine	10045	17.0	0.9546	-88.051	0.0	0.0	['motif_284', 'motif_93', 'motif_205']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8991	cosine	10019	17.0	0.9932	0.006999999999999999	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
10019	cosine	10193	17.0	0.9847	44.028999999999996	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
10206	cosine	10427	17.0	0.9672	44.028	0.0	0.0	['motif_226', 'motif_284', 'motif_93']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5779	cosine	8991	17.0	0.9787	132.066	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9088	cosine	11528	17.0	0.9797	-0.001	0.0	0.0	['motif_205', 'motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8991	cosine	11535	17.0	0.9938	44.037	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9004	cosine	9087	17.0	0.9756	-44.026	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
11429	cosine	11535	17.0	0.9782	88.054	0.0	0.0	['motif_159', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5905	cosine	9135	17.0	0.968	-220.135	0.0	0.0	['motif_226', 'motif_284', 'motif_93']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8971	cosine	11528	17.0	0.9739	44.025	0.0	0.0	['motif_205', 'motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9109	cosine	11516	17.0	0.9663	-0.001	0.0	0.0	['motif_109', 'motif_93', 'motif_284', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5831	cosine	11494	17.0	0.9559	-88.06200000000001	0.0	0.0	['motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8991	cosine	10193	17.0	0.9885	44.035	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5876	cosine	11705	17.0	0.9694	-176.104	0.0	0.0	['motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
10084	cosine	10206	17.0	0.9607	44.025	0.0	0.0	['motif_109', 'motif_226', 'motif_284', 'motif_93']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8970	cosine	10206	17.0	0.9727	132.077	0.0	0.0	['motif_93', 'motif_284', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
10169	cosine	11528	17.0	0.9819	-44.027	0.0	0.0	['motif_205', 'motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9003	cosine	11463	17.0	0.9686	132.08700000000002	0.0	0.0	['motif_93', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
10169	cosine	11705	17.0	0.9701	-264.157	0.0	0.0	['motif_205', 'motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9088	cosine	11705	17.0	0.9656	-220.13	0.0	0.0	['motif_205', 'motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9627	cosine	10343	17.0	0.9828	-44.023999999999994	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5772	cosine	5902	17.0	0.9869	-132.078	0.0	0.0	['motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9206	cosine	9412	17.0	0.9319	176.078	0.0	0.0	None	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
11516	cosine	11561	17.0	0.9806	44.013000000000005	0.0	0.0	['motif_109', 'motif_226', 'motif_284', 'motif_93']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5831	cosine	10022	17.0	0.9507	-88.056	0.0	0.0	['motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
11473	cosine	11705	17.0	0.9867	-0.0	0.0	0.0	['motif_205', 'motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9003	cosine	10206	17.0	0.9528	220.138	0.0	0.0	['motif_226', 'motif_284', 'motif_93']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5905	cosine	11561	17.0	0.9676	88.038	0.0	0.0	['motif_226', 'motif_284', 'motif_93']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8971	cosine	10045	17.0	0.9819	0.0	0.0	0.0	['motif_284', 'motif_93', 'motif_205']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9088	cosine	10169	17.0	0.9859	44.026	0.0	0.0	['motif_205', 'motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
10019	cosine	11429	17.0	0.9768	-44.023999999999994	0.0	0.0	['motif_159', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8970	cosine	9159	17.0	0.9789	132.075	0.0	0.0	['motif_93', 'motif_284', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5798	cosine	10019	17.0	0.9923	44.023	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5772	cosine	10019	17.0	0.9884	88.05	0.0	0.0	['motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9087	cosine	11429	17.0	0.9647	264.157	0.0	0.0	['motif_159', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5902	cosine	9627	17.0	0.9782	-88.057	0.0	0.0	['motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
11493	cosine	11535	17.0	0.992	44.028999999999996	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5779	cosine	10131	17.0	0.9801	-176.108	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5409	cosine	5419	17.0	0.9677	-44.026	0.0	0.0	['motif_284', 'motif_159', 'motif_226', 'motif_205']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5772	cosine	8531	17.0	0.9813	-176.115	0.0	0.0	['motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9109	cosine	10084	17.0	0.9826	-0.0	0.0	0.0	['motif_109', 'motif_93', 'motif_284', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
10022	cosine	11494	17.0	0.9919	-0.005	0.0	0.0	['motif_93', 'motif_284', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5876	cosine	9088	17.0	0.9721	44.027	0.0	0.0	['motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
10193	cosine	11493	17.0	0.9873	-44.028	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5798	cosine	10193	17.0	0.9775	88.052	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
11518	cosine	11705	17.0	0.9707	-264.157	0.0	0.0	['motif_205', 'motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8971	cosine	9137	17.0	0.9594	88.052	0.0	0.0	['motif_205', 'motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
10123	cosine	11528	17.0	0.9887	0.0	0.0	0.0	['motif_205', 'motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5905	cosine	10084	17.0	0.9651	44.025	0.0	0.0	['motif_226', 'motif_284', 'motif_93']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5876	cosine	11528	17.0	0.9612	44.026	0.0	0.0	['motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8991	cosine	11493	17.0	0.9908	0.008	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5772	cosine	8991	17.0	0.9823	88.04299999999999	0.0	0.0	['motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5905	cosine	9109	17.0	0.958	44.025	0.0	0.0	['motif_226', 'motif_284', 'motif_93']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5798	cosine	8991	17.0	0.9885	44.016000000000005	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8971	cosine	10169	17.0	0.9620000000000001	88.052	0.0	0.0	['motif_205', 'motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9627	cosine	10131	17.0	0.9898	0.004	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
10000	cosine	11463	17.0	0.9749	44.026	0.0	0.0	['motif_93', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
10045	cosine	11473	17.0	0.9585	-176.105	0.0	0.0	['motif_205', 'motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8991	cosine	11429	17.0	0.9749	-44.016999999999996	0.0	0.0	['motif_159', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5827	cosine	9627	17.0	0.982	-132.084	0.0	0.0	['motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9135	cosine	10087	17.0	0.9824	-0.006	0.0	0.0	['motif_226', 'motif_284', 'motif_93']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9137	cosine	11528	17.0	0.9613	-44.027	0.0	0.0	['motif_205', 'motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5905	cosine	10206	17.0	0.9667	88.05	0.0	0.0	['motif_226', 'motif_284', 'motif_93']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5831	cosine	10087	17.0	0.9685	-132.088	0.0	0.0	['motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
10019	cosine	10480	17.0	0.9809	88.055	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9088	cosine	9137	17.0	0.9747	44.026	0.0	0.0	['motif_205', 'motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9135	cosine	10022	17.0	0.9738	44.026	0.0	0.0	['motif_93', 'motif_284', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9047	cosine	9159	17.0	0.956	264.161	0.0	0.0	['motif_93', 'motif_284', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8968	cosine	11516	17.0	0.9595	44.025	0.0	0.0	['motif_109', 'motif_93', 'motif_284', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
10206	cosine	11516	17.0	0.9583	-44.026	0.0	0.0	['motif_109', 'motif_93', 'motif_284', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
11518	cosine	11528	17.0	0.9773	-44.027	0.0	0.0	['motif_205', 'motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5798	cosine	11493	17.0	0.9873	44.023999999999994	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8970	cosine	9135	17.0	0.9683	-176.108	0.0	0.0	['motif_226', 'motif_284', 'motif_93']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9159	cosine	11516	17.0	0.9590000000000001	-44.023999999999994	0.0	0.0	['motif_93', 'motif_284', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8971	cosine	9088	17.0	0.9675	44.026	0.0	0.0	['motif_284', 'motif_93', 'motif_205']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8970	cosine	9003	17.0	0.9848	-88.061	0.0	0.0	['motif_93', 'motif_284', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5798	cosine	10480	17.0	0.9765	132.078	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8991	cosine	10480	17.0	0.9837	88.06200000000001	0.0	0.0	['motif_159', 'motif_226', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9159	cosine	10427	17.0	0.9811	44.03	0.0	0.0	['motif_226', 'motif_284', 'motif_93']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
11429	cosine	11493	17.0	0.9846	44.025	0.0	0.0	['motif_159', 'motif_226']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
8968	cosine	9109	17.0	0.9783	44.025	0.0	0.0	['motif_109', 'motif_226', 'motif_284', 'motif_93']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
9137	cosine	11518	17.0	0.9721	0.001	0.0	0.0	['motif_284', 'motif_93', 'motif_205']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
5831	cosine	5905	17.0	0.9772	88.053	0.0	0.0	['motif_93', 'motif_284']	['motif_284', 'motif_226', 'motif_93', 'motif_159', 'motif_205']
1217	cosine	4528	19.0	0.8543	120.13	0.0	0.0	['motif_131', 'motif_231', 'motif_78', 'motif_13']	['motif_78', 'motif_13', 'motif_104', 'motif_150', 'motif_131']
4528	cosine	5709	19.0	0.8513	-2.015	0.0	0.0	['motif_104', 'motif_150', 'motif_78', 'motif_13']	['motif_78', 'motif_13', 'motif_104', 'motif_150', 'motif_131']
5709	cosine	5749	19.0	0.8972	-2.016	0.0	0.0	['motif_104', 'motif_150', 'motif_78']	['motif_78', 'motif_13', 'motif_104', 'motif_150', 'motif_131']
1070	cosine	4528	19.0	0.8858	0.0	0.0	0.0	['motif_131', 'motif_231', 'motif_150', 'motif_78', 'motif_13', 'motif_104']	['motif_78', 'motif_13', 'motif_104', 'motif_150', 'motif_131']
9191	cosine	10321	23.0	0.9573	-0.003	0.0	0.0	['motif_159']	['motif_159']
7680	cosine	7872	23.0	0.9501	28.033	0.0	0.0	[]	['motif_159']
7872	cosine	10321	23.0	0.9684	-0.002	0.0	0.0	['motif_159']	['motif_159']
3919	cosine	10321	23.0	0.9208	28.029	0.0	0.0	[]	['motif_159']
7872	cosine	9191	23.0	0.961	0.001	0.0	0.0	['motif_159']	['motif_159']
1634	cosine	8943	25.0	0.9166	-28.031999999999996	0.0	0.0	['motif_197', 'motif_245', 'motif_78', 'motif_152']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
78	cosine	8943	25.0	0.9145	-28.031	0.0	0.0	['motif_118', 'motif_197', 'motif_245', 'motif_78', 'motif_152']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
1100	cosine	8943	25.0	0.8705	270.22	0.0	0.0	['motif_197', 'motif_78', 'motif_152']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
1100	cosine	1629	25.0	0.9263	-42.047	0.0	0.0	['motif_197', 'motif_78', 'motif_60', 'motif_152']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
4263	cosine	7736	25.0	0.8252	270.22	0.0	0.0	['motif_197', 'motif_78', 'motif_152']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
2000	cosine	7375	25.0	0.9246	28.031	0.0	0.0	['motif_197', 'motif_245', 'motif_78', 'motif_152', 'motif_134']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
1634	cosine	1724	25.0	0.8447	28.031	0.0	0.0	['motif_104', 'motif_294', 'motif_134']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
3673	cosine	7489	25.0	0.7828	27.995	0.0	0.0	['motif_78', 'motif_51']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
1100	cosine	1634	25.0	0.8896	298.252	0.0	0.0	['motif_197', 'motif_78', 'motif_60', 'motif_152']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
7375	cosine	8943	25.0	0.9176	-28.031	0.0	0.0	['motif_197', 'motif_245', 'motif_78', 'motif_13', 'motif_152']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
3304	cosine	7375	25.0	1.0	0.0	0.0	0.0	['motif_245', 'motif_197', 'motif_51', 'motif_78', 'motif_13', 'motif_104', 'motif_294', 'motif_152', 'motif_134']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
1100	cosine	7736	25.0	0.9075	270.221	0.0	0.0	['motif_197', 'motif_78', 'motif_152']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
1629	cosine	7421	25.0	0.925	42.047	0.0	0.0	['motif_197', 'motif_78', 'motif_152', 'motif_13']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
1100	cosine	3304	25.0	0.8786	298.251	0.0	0.0	['motif_197', 'motif_78', 'motif_152']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
3304	cosine	7736	25.0	0.9611	-28.031	0.0	0.0	['motif_197', 'motif_245', 'motif_78', 'motif_152', 'motif_134']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
7375	cosine	7421	25.0	0.8694	-298.251	0.0	0.0	['motif_197', 'motif_78', 'motif_152', 'motif_13']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
1111	cosine	3673	25.0	0.8858	-0.0	0.0	0.0	['motif_245', 'motif_51', 'motif_95', 'motif_78', 'motif_294', 'motif_152']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
1634	cosine	7488	25.0	0.8263	18.01	0.0	0.0	['motif_245', 'motif_51', 'motif_78', 'motif_60', 'motif_294', 'motif_152']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
2000	cosine	7421	25.0	0.8929	-270.22	0.0	0.0	['motif_197', 'motif_78', 'motif_152']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
3304	cosine	8943	25.0	0.9176	-28.031	0.0	0.0	['motif_197', 'motif_245', 'motif_78', 'motif_13', 'motif_152']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
1111	cosine	7489	25.0	0.7661	27.995	0.0	0.0	['motif_104', 'motif_78', 'motif_51']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
4263	cosine	8943	25.0	0.8202	270.219	0.0	0.0	['motif_197', 'motif_78', 'motif_118', 'motif_152']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
2000	cosine	4263	25.0	0.823	-270.219	0.0	0.0	['motif_197', 'motif_78', 'motif_118', 'motif_152']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
78	cosine	7488	25.0	0.8227	18.011	0.0	0.0	['motif_245', 'motif_51', 'motif_78', 'motif_294', 'motif_152']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
78	cosine	1100	25.0	0.8829	-298.252	0.0	0.0	['motif_197', 'motif_78', 'motif_152']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
1724	cosine	3449	25.0	0.8275	0.0	0.0	0.0	['motif_104', 'motif_294', 'motif_134']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
7736	cosine	8943	25.0	0.9338	-0.001	0.0	0.0	['motif_56', 'motif_197', 'motif_245', 'motif_78', 'motif_152']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
78	cosine	7375	25.0	0.9786	-0.0	0.0	0.0	['motif_245', 'motif_197', 'motif_51', 'motif_78', 'motif_104', 'motif_294', 'motif_152', 'motif_134']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
78	cosine	3304	25.0	0.9786	-0.0	0.0	0.0	['motif_197', 'motif_245', 'motif_51', 'motif_78', 'motif_104', 'motif_294', 'motif_152', 'motif_134']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
3304	cosine	7421	25.0	0.8694	-298.251	0.0	0.0	['motif_197', 'motif_78', 'motif_152', 'motif_13']	['motif_78', 'motif_152', 'motif_197', 'motif_245', 'motif_134']
