CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
5827	10131	17	0.9824	-132.080
5772	11493	17	0.9819	88.051
9159	11561	17	0.9605	-0.011
5409	9003	17	0.9571	112.120
9003	10427	17	0.9525	264.166
9047	10087	17	0.9753	-44.028
5772	5798	17	0.9923	44.027
10087	11494	17	0.9839	44.026
5827	5902	17	0.9926	-44.028
5905	11516	17	0.9819	44.025
8968	10206	17	0.969	88.050
5831	9135	17	0.9731	-132.082
9003	9159	17	0.9562	220.136
10131	10343	17	0.987	-44.028
10045	11518	17	0.9734	88.052
5772	9627	17	0.9759	-220.135
8971	10123	17	0.9723	44.025
9003	10022	17	0.9785	-44.022
9087	9627	17	0.9792	-0.003
8531	9627	17	0.9887	-44.020
9047	10427	17	0.9465	308.191
9047	9135	17	0.9686	-44.022
11443	11463	17	0.9827	44.026
5419	9412	17	0.9556	132.051
8970	9047	17	0.9863	-132.086
8970	10087	17	0.9657	-176.114
8531	10343	17	0.9796	-88.044
5779	10019	17	0.9854	132.073
5772	11535	17	0.9784	132.080
9137	10123	17	0.9668	-44.027
11528	11705	17	0.9607	-220.130
10045	11705	17	0.9635	-176.105
5419	9206	17	0.9547	-44.027
9412	11443	17	0.9702	112.156
5779	9627	17	0.981	-176.112
10480	11493	17	0.9801	-88.054
5798	5902	17	0.9796	-176.105
5876	10045	17	0.9576	0.001
9087	10343	17	0.9693	-44.028
9966	10131	17	0.9657	-88.051
10087	10254	17	0.9715	-44.023
10123	10169	17	0.9918	44.027
8971	11518	17	0.9605	88.052
9137	10045	17	0.9546	-88.051
8991	10019	17	0.9932	0.007
10019	10193	17	0.9847	44.029
10206	10427	17	0.9672	44.028
5779	8991	17	0.9787	132.066
9088	11528	17	0.9797	-0.001
8991	11535	17	0.9938	44.037
9004	9087	17	0.9756	-44.026
11429	11535	17	0.9782	88.054
5905	9135	17	0.968	-220.135
8971	11528	17	0.9739	44.025
9109	11516	17	0.9663	-0.001
5831	11494	17	0.9559	-88.062
8991	10193	17	0.9885	44.035
5876	11705	17	0.9694	-176.104
10084	10206	17	0.9607	44.025
8970	10206	17	0.9727	132.077
10169	11528	17	0.9819	-44.027
9003	11463	17	0.9686	132.087
10169	11705	17	0.9701	-264.157
9088	11705	17	0.9656	-220.130
9627	10343	17	0.9828	-44.024
5772	5902	17	0.9869	-132.078
9206	9412	17	0.9319	176.078
11516	11561	17	0.9806	44.013
5831	10022	17	0.9507	-88.056
11473	11705	17	0.9867	-0.000
9003	10206	17	0.9528	220.138
5905	11561	17	0.9676	88.038
8971	10045	17	0.9819	0.000
9088	10169	17	0.9859	44.026
10019	11429	17	0.9768	-44.024
8970	9159	17	0.9789	132.075
5798	10019	17	0.9923	44.023
5772	10019	17	0.9884	88.050
9087	11429	17	0.9647	264.157
5902	9627	17	0.9782	-88.057
11493	11535	17	0.992	44.029
5779	10131	17	0.9801	-176.108
5409	5419	17	0.9677	-44.026
5772	8531	17	0.9813	-176.115
9109	10084	17	0.9826	-0.000
10022	11494	17	0.9919	-0.005
5876	9088	17	0.9721	44.027
10193	11493	17	0.9873	-44.028
5798	10193	17	0.9775	88.052
11518	11705	17	0.9707	-264.157
8971	9137	17	0.9594	88.052
10123	11528	17	0.9887	0.000
5905	10084	17	0.9651	44.025
5876	11528	17	0.9612	44.026
8991	11493	17	0.9908	0.008
5772	8991	17	0.9823	88.043
5905	9109	17	0.958	44.025
5798	8991	17	0.9885	44.016
8971	10169	17	0.962	88.052
9627	10131	17	0.9898	0.004
10000	11463	17	0.9749	44.026
10045	11473	17	0.9585	-176.105
8991	11429	17	0.9749	-44.017
5827	9627	17	0.982	-132.084
9135	10087	17	0.9824	-0.006
9137	11528	17	0.9613	-44.027
5905	10206	17	0.9667	88.050
5831	10087	17	0.9685	-132.088
10019	10480	17	0.9809	88.055
9088	9137	17	0.9747	44.026
9135	10022	17	0.9738	44.026
9047	9159	17	0.956	264.161
8968	11516	17	0.9595	44.025
10206	11516	17	0.9583	-44.026
11518	11528	17	0.9773	-44.027
5798	11493	17	0.9873	44.024
8970	9135	17	0.9683	-176.108
9159	11516	17	0.959	-44.024
8971	9088	17	0.9675	44.026
8970	9003	17	0.9848	-88.061
5798	10480	17	0.9765	132.078
8991	10480	17	0.9837	88.062
9159	10427	17	0.9811	44.030
11429	11493	17	0.9846	44.025
8968	9109	17	0.9783	44.025
9137	11518	17	0.9721	0.001
5831	5905	17	0.9772	88.053
1217	4528	19	0.8543	120.130
4528	5709	19	0.8513	-2.015
5709	5749	19	0.8972	-2.016
1070	4528	19	0.8858	0.000
9191	10321	23	0.9573	-0.003
7680	7872	23	0.9501	28.033
7872	10321	23	0.9684	-0.002
3919	10321	23	0.9208	28.029
7872	9191	23	0.961	0.001
1634	8943	25	0.9166	-28.032
78	8943	25	0.9145	-28.031
1100	8943	25	0.8705	270.220
1100	1629	25	0.9263	-42.047
4263	7736	25	0.8252	270.220
2000	7375	25	0.9246	28.031
1634	1724	25	0.8447	28.031
3673	7489	25	0.7828	27.995
1100	1634	25	0.8896	298.252
7375	8943	25	0.9176	-28.031
3304	7375	25	1.0	0.000
1100	7736	25	0.9075	270.221
1629	7421	25	0.925	42.047
1100	3304	25	0.8786	298.251
3304	7736	25	0.9611	-28.031
7375	7421	25	0.8694	-298.251
1111	3673	25	0.8858	-0.000
1634	7488	25	0.8263	18.010
2000	7421	25	0.8929	-270.220
3304	8943	25	0.9176	-28.031
1111	7489	25	0.7661	27.995
4263	8943	25	0.8202	270.219
2000	4263	25	0.823	-270.219
78	7488	25	0.8227	18.011
78	1100	25	0.8829	-298.252
1724	3449	25	0.8275	0.000
7736	8943	25	0.9338	-0.001
78	7375	25	0.9786	-0.000
78	3304	25	0.9786	-0.000
3304	7421	25	0.8694	-298.251
7375	7736	25	0.9611	-28.031
1724	7375	25	0.8524	-28.031
1100	2000	25	0.9017	270.221
78	2000	25	0.9267	-28.031
1629	4263	25	0.8616	42.048
78	1634	25	0.9876	0.000
1634	3304	25	0.9809	-0.000
1100	4263	25	0.9154	0.001
1634	7421	25	0.8771	-298.251
1100	7375	25	0.8786	298.252
2000	3304	25	0.9246	28.031
7488	8943	25	0.8206	-46.042
3542	4263	25	0.8123	43.975
3542	5302	25	0.7713	1.927
2000	7736	25	0.9503	0.000
7375	7488	25	0.8255	18.011
7421	7736	25	0.8941	270.221
1634	7736	25	0.9575	-28.031
7421	8943	25	0.8564	270.220
78	7736	25	0.9536	-28.031
78	7421	25	0.8703	-298.251
1724	3304	25	0.8524	-28.031
1104	7489	25	0.9726	0.000
3673	7488	25	0.8849	0.000
3304	7488	25	0.8255	18.011
1634	7375	25	0.9809	-0.000
1104	3626	25	0.8879	-0.000
2000	8943	25	0.9444	-0.000
78	1724	25	0.8417	28.031
4263	7421	25	0.9119	-0.001
1634	2000	25	0.928	-28.031
1629	2000	25	0.8187	312.267
1111	7488	25	0.8982	0.000
1629	7736	25	0.8313	312.268
3626	7489	25	0.8539	0.001
1100	7421	25	0.9867	0.000
2345	4257	27	0.9257	-13.983
1025	7431	27	0.9607	0.001
2326	7441	27	0.8829	390.276
2326	3472	27	0.8739	390.276
4257	6496	27	0.9022	388.265
1050	6496	27	0.8978	2.016
1050	3339	27	0.9661	0.000
2932	3339	27	0.8777	-2.017
1046	3427	27	0.925	0.000
1734	3427	27	0.8575	-15.995
1025	3339	27	0.8777	-2.016
1050	2932	27	0.888	2.017
2932	3313	27	0.9874	-0.000
1903	4601	27	0.8519	-169.038
2932	7431	27	0.9607	0.000
1046	7431	27	0.9145	-18.009
1025	3313	27	0.9874	0.001
1025	1050	27	0.888	-2.016
1046	3339	27	0.8678	-20.026
1042	4257	27	0.9797	-0.003
2932	6496	27	0.9803	-0.001
1903	2177	27	0.8636	-15.995
2410	4258	27	0.856	-15.996
1050	3313	27	0.8894	2.017
2932	3427	27	0.8748	18.010
1046	2932	27	0.9216	-18.010
3313	6496	27	0.9778	-0.001
1050	7431	27	0.8808	2.017
3339	7431	27	0.8932	2.017
4257	7431	27	0.8763	388.266
2177	3472	27	0.9177	-18.011
1042	2345	27	0.9219	13.980
2177	6496	27	0.8731	-15.995
1042	2932	27	0.9233	388.263
1123	2177	27	0.8635	0.001
2326	4258	27	0.9639	0.001
2177	7431	27	0.8772	-15.994
1734	7441	27	0.8515	-36.021
4258	7441	27	0.8756	390.276
2177	7441	27	0.9317	-18.011
1025	1046	27	0.9216	18.010
3472	4601	27	0.8914	-135.031
3313	7431	27	0.9657	0.000
3313	3339	27	0.8801	-2.016
1025	4257	27	0.9111	-388.265
3313	3427	27	0.8747	18.010
1046	6496	27	0.9199	-18.011
1903	2923	27	0.907	-0.000
1042	7431	27	0.888	388.263
3339	6496	27	0.8824	2.016
1042	1050	27	0.8518	386.246
1025	6496	27	0.9803	-0.000
1734	3472	27	0.8528	-36.021
1734	2177	27	0.8637	-18.010
1046	3313	27	0.9228	-18.010
1025	3427	27	0.8748	18.011
1123	7441	27	0.8695	-18.010
1123	3472	27	0.8756	-18.010
1042	3313	27	0.912	388.263
6496	7431	27	0.9544	0.001
3313	4257	27	0.9012	-388.266
1025	1042	27	0.9233	-388.262
1123	1734	27	0.857	18.011
2932	4257	27	0.9111	-388.266
1025	2932	27	1.0	0.001
4601	7441	27	0.8966	135.031
3472	4258	27	0.8667	-390.276
1050	7441	27	0.8514	0.000
3472	7441	27	0.9699	0.000
1042	6496	27	0.9225	388.262
1046	1050	27	0.8525	-20.026
1277	3418	28	0.948	-44.026
1160	2670	28	0.9557	-44.026
2670	3367	28	0.97	44.026
1418	4695	28	0.9508	88.053
3391	3657	28	0.9399	-132.080
3657	4661	28	0.9345	132.079
3936	5392	28	0.8648	132.080
206	3391	28	0.9522	44.027
3367	4638	28	0.9647	0.000
1160	3367	28	0.9715	0.001
638	1159	28	0.9119	-44.026
3391	4661	28	0.9714	-0.000
3418	4695	28	0.9541	0.000
1160	1277	28	0.9522	-44.026
638	10188	28	0.945	88.053
1277	4695	28	0.9529	-44.026
117	3358	28	0.9078	0.001
638	3353	28	0.936	-44.026
1160	4638	28	0.9757	0.001
3842	5392	28	0.8835	44.027
1277	2670	28	0.965	0.000
2686	10188	28	0.9316	132.079
3842	3895	28	0.9563	-44.026
2670	3391	28	0.956	0.001
3842	3936	28	0.9448	-88.052
1139	1159	28	0.965	44.026
715	1418	28	0.9662	-44.027
206	1418	28	0.9618	-88.053
1418	1437	28	0.9324	88.053
3895	5392	28	0.8962	88.053
715	1896	28	0.9732	0.000
638	3358	28	0.9108	-88.052
206	1896	28	0.9637	-44.026
4638	4661	28	0.947	-44.026
1160	4695	28	0.9435	-88.052
2670	4661	28	0.9612	0.000
206	1160	28	0.9426	88.052
1139	4661	28	0.9415	-88.052
715	3418	28	0.9481	44.026
1139	1277	28	0.9389	-88.052
3358	4649	28	0.9369	-0.001
117	1139	28	0.924	0.000
1277	4638	28	0.9393	44.027
715	3657	28	0.9521	-44.027
3391	4695	28	0.959	-44.027
1277	3391	28	0.9577	0.001
3657	4695	28	0.9483	88.053
4638	4649	28	0.9449	44.025
3367	4661	28	0.9494	-44.026
1159	4638	28	0.9463	-88.052
1159	4649	28	0.9352	-44.026
206	715	28	0.9475	-44.026
1418	1896	28	0.9705	44.027
1139	4638	28	0.9719	-44.026
1418	3657	28	0.9536	0.000
3367	4649	28	0.9449	44.026
4809	10188	28	0.9047	132.079
2686	4809	28	0.9574	-0.000
3353	10188	28	0.9264	132.079
1159	3358	28	0.9308	-44.026
3353	4809	28	0.935	0.000
206	3657	28	0.9637	-88.053
1896	4695	28	0.9542	44.026
1896	2670	28	0.9496	88.052
2686	3353	28	0.9498	-0.000
715	1437	28	0.9334	44.026
1437	5985	28	0.9184	-44.026
1277	4661	28	0.9741	0.001
715	2670	28	0.9559	88.052
3367	3391	28	0.9563	-44.026
1160	3418	28	0.9556	-88.052
206	1277	28	0.9531	44.026
3895	4809	28	0.8484	-3.046
117	1159	28	0.9111	44.026
3391	3418	28	0.9649	-44.027
1418	3418	28	0.9519	88.053
1277	3367	28	0.9436	44.027
638	4809	28	0.966	-44.026
1139	4649	28	0.9616	-0.000
2670	4695	28	0.9497	-44.026
1896	3391	28	0.9531	88.053
638	2686	28	0.9869	-44.026
1139	3367	28	0.9638	-44.026
1896	3657	28	0.9625	-44.027
2701	5985	28	0.8955	-9.896
206	3418	28	0.959	0.000
3895	3936	28	0.8711	-44.026
2670	3418	28	0.9532	-44.026
1896	4661	28	0.9356	88.052
1159	2686	28	0.9124	0.000
3418	3657	28	0.9624	-88.053
1139	1160	28	0.9679	-44.027
3367	4695	28	0.9321	-88.052
1896	3418	28	0.9599	44.026
206	2670	28	0.966	44.026
1160	4661	28	0.9633	-44.025
1160	3391	28	0.9613	-44.025
206	4695	28	0.9553	0.000
2636	7509	31	0.9481	28.034
4723	6411	31	0.94	0.000
4699	4756	31	0.9431	-14.016
3208	6420	31	0.9449	44.025
6386	7495	31	0.9394	-0.001
475	7491	31	0.9442	-14.008
454	1021	31	1.0	0.001
6524	7504	31	0.9352	-28.029
528	7472	31	0.949	14.021
436	6409	31	0.9359	0.001
2648	6380	31	0.947	44.023
6380	7472	31	0.9502	-14.006
7526	7559	31	0.9492	-44.026
3201	3489	31	0.9365	0.002
2636	7478	31	0.9534	88.058
1947	4678	31	0.9454	-14.015
511	7495	31	0.939	28.032
3223	6420	31	0.9389	14.013
7497	7509	31	0.9478	-88.056
1021	4705	31	0.9578	-14.016
4699	7472	31	0.9531	0.006
7478	7520	31	0.955	14.008
4705	7497	31	0.9338	28.037
472	4723	31	0.9418	-0.000
7520	7538	31	0.9521	44.029
1190	7545	31	0.9507	44.026
439	3491	31	0.9411	-44.028
468	6380	31	0.947	44.023
6386	7520	31	0.9451	44.024
439	7471	31	0.9423	-14.012
7537	7640	31	0.955	-88.048
3512	7472	31	0.9605	0.003
528	3512	31	0.9489	14.018
7474	7526	31	0.9338	-88.053
436	7499	31	0.9367	28.034
472	7559	31	0.9375	-88.053
7470	7545	31	0.9597	14.016
7492	7520	31	0.9419	88.051
3489	7474	31	0.9385	-0.001
4678	7470	31	0.9643	14.016
507	3208	31	0.9467	0.001
454	4705	31	0.9578	-14.015
6420	7506	31	0.9408	-14.014
475	7538	31	0.941	0.001
444	7509	31	0.9481	28.034
3491	6469	31	0.9367	14.018
3462	7497	31	0.9495	14.022
7471	7499	31	0.9435	28.030
436	7472	31	0.9497	-44.020
2636	4699	31	0.9425	-0.000
525	4705	31	0.9709	14.016
478	2648	31	0.9406	44.026
439	3490	31	0.9385	0.001
7470	7500	31	0.9518	28.031
1190	7538	31	0.936	-0.001
6409	7471	31	0.9543	0.003
472	6411	31	0.9453	-0.000
437	1947	31	1.0	0.000
4699	6407	31	0.9402	0.001
444	4699	31	0.9425	-0.000
4678	7545	31	0.9616	28.032
7471	7478	31	0.9563	44.029
6598	7783	31	0.9458	0.001
478	6394	31	0.9342	44.026
1947	3493	31	0.9328	0.000
468	478	31	0.9406	-44.026
444	528	31	0.9519	-14.016
472	2644	31	0.9341	0.000
444	3512	31	0.9645	0.003
511	6386	31	0.951	28.033
7472	7492	31	0.9544	14.010
475	1190	31	0.953	0.001
444	2636	31	1.0	0.000
468	507	31	0.9361	-88.053
3201	7474	31	0.9496	0.001
472	7506	31	0.9514	0.001
449	4720	31	1.0	-0.001
2636	7472	31	0.9693	0.006
3223	4723	31	0.936	-0.002
468	3208	31	0.9352	-88.052
443	3462	31	0.9475	14.016
7500	7545	31	0.9475	-14.015
468	2648	31	1.0	0.000
449	1947	31	0.9506	-14.017
443	454	31	0.9385	14.015
4699	7478	31	0.9485	88.059
4720	7500	31	0.9506	14.016
1021	7497	31	0.9365	14.021
454	525	31	0.9384	-28.031
2644	4723	31	0.9369	-0.001
528	7509	31	0.9354	42.049
7491	7538	31	0.9509	14.008
1947	4720	31	0.9506	14.016
7497	7520	31	0.9508	-14.024
6407	7509	31	0.9537	28.034
443	1021	31	0.9385	14.016
6386	7471	31	0.938	-14.014
7478	7491	31	0.9552	44.028
1190	7504	31	0.9422	14.018
443	7497	31	0.949	28.038
3480	6409	31	0.9329	-0.002
443	4699	31	0.9393	-88.052
2648	6394	31	0.9563	0.000
525	1021	31	0.9384	28.032
4723	7506	31	0.937	0.002
439	1021	31	0.9347	44.027
439	7495	31	0.9482	0.001
4710	6386	31	0.9435	0.001
454	475	31	0.9409	44.027
437	7470	31	0.961	0.001
2648	3208	31	0.9352	-88.052
3692	7506	31	0.9406	88.052
437	4678	31	0.9454	-14.015
475	7715	31	0.9368	42.047
443	4705	31	0.9657	0.000
436	7478	31	0.9551	44.033
7471	7472	31	0.9526	-44.023
460	3201	31	0.9497	-0.001
4699	6411	31	0.9412	-88.052
436	7471	31	0.9538	0.004
439	7520	31	0.9383	44.025
6394	6420	31	0.94	-44.026
454	7497	31	0.9365	14.023
475	1021	31	0.9409	-44.026
7538	7545	31	0.9496	44.026
3489	6406	31	0.9453	-0.003
3514	7504	31	0.9383	28.027
7495	7538	31	0.9428	88.053
2648	6420	31	0.9359	-44.026
437	7500	31	0.9562	28.032
6380	6394	31	0.9458	-44.023
468	6420	31	0.9359	-44.026
3512	7478	31	0.9526	88.056
439	6386	31	0.9561	0.001
439	454	31	0.9347	44.026
1947	7545	31	0.954	14.017
468	6394	31	0.9563	0.000
1947	7500	31	0.9562	28.032
439	511	31	0.9425	-28.031
2636	7471	31	0.9421	44.029
1021	1190	31	0.9359	44.027
475	7504	31	0.9376	14.019
436	3512	31	0.9461	-44.023
1947	7470	31	0.961	0.000
590	7559	31	0.9373	-0.001
6524	6598	31	0.9535	-44.027
6406	7474	31	0.9347	0.002
2636	3512	31	0.9645	0.003
528	6407	31	0.9377	14.016
443	525	31	0.9524	-14.016
437	3493	31	0.9328	0.000
507	6420	31	0.9439	44.027
2646	2648	31	0.9365	44.025
472	6420	31	0.9421	14.015
475	7545	31	0.951	44.027
7506	7526	31	0.9523	-44.028
6524	7715	31	1.0	-0.001
4699	6380	31	0.9565	14.013
4678	7500	31	0.944	42.047
437	7545	31	0.954	14.017
7506	7515	31	0.9521	14.014
7492	7495	31	0.9514	44.027
444	7478	31	0.9534	88.058
457	7491	31	0.9378	0.001
6380	7520	31	0.943	88.054
444	7472	31	0.9693	0.006
436	444	31	0.9371	-44.026
2636	6407	31	0.9445	0.000
436	511	31	0.9461	-14.015
7506	7559	31	0.9549	-88.054
6411	7506	31	0.9491	0.002
6380	7509	31	0.9515	14.021
528	2636	31	0.9519	14.016
4723	6420	31	0.9368	14.015
3512	4705	31	0.9387	88.050
3491	6386	31	0.9347	44.029
507	2648	31	0.9361	88.053
444	7471	31	0.9421	44.029
437	4720	31	0.9506	14.016
3423	7715	31	0.9348	-44.026
439	4710	31	0.9546	0.000
478	2646	31	0.9494	0.002
6407	7472	31	0.9521	0.006
7478	7497	31	0.9536	28.032
437	449	31	0.9506	14.017
436	2636	31	0.9371	-44.026
3512	4699	31	0.959	-0.003
7495	7520	31	0.9665	44.024
6598	7715	31	0.9535	44.026
7515	7537	31	0.9604	-44.029
454	1190	31	0.9359	44.028
7504	7715	31	0.9352	28.028
449	7500	31	0.9506	14.015
6386	7538	31	0.9364	88.052
460	7474	31	0.954	0.000
3490	7499	31	0.9369	14.017
475	6524	31	0.9368	42.047
590	7506	31	0.9337	88.053
468	2646	31	0.9365	-44.025
444	6407	31	0.9445	0.000
3423	6524	31	0.9348	-44.026
6380	6386	31	0.95	44.030
3512	6380	31	0.9468	14.010
3512	6407	31	0.9463	-0.002
507	6380	31	0.943	132.076
268	4640	33	1.0	-0.000
4637	4647	33	0.9725	88.052
387	4640	33	0.9698	44.025
268	4637	33	0.9643	-44.026
387	4637	33	0.9813	-0.001
4637	4640	33	0.9643	44.026
268	387	33	0.9698	-44.025
387	4647	33	0.9653	88.051
5898	9111	34	0.9751	-132.070
1736	10284	35	0.9375	-14.016
4632	4664	35	0.7375	-76.028
1650	10394	35	0.9162	-14.018
2930	3155	35	0.9365	-3.996
2911	4783	35	0.8482	-2.016
1675	3155	35	0.9326	-14.016
1057	1124	35	0.7887	148.053
2353	6483	35	0.8543	16.031
5383	6331	35	0.862	-30.047
1736	1994	35	0.9644	-14.016
1650	1832	35	0.8803	-30.011
2930	10284	35	0.9328	-3.996
3155	10284	35	0.9475	-0.000
597	4085	35	0.8131	-56.063
2012	2921	35	0.9194	14.016
2353	4783	35	0.9285	-14.015
1124	1612	35	0.7572	-148.052
2344	10132	35	0.9675	42.046
1548	3155	35	0.959	14.016
1603	10315	35	0.9553	-0.000
2344	10242	35	0.931	14.015
1385	1832	35	0.8502	-1.981
1644	10132	35	0.9675	42.046
1385	1650	35	0.901	28.030
4670	4741	35	0.7335	-2.017
1057	6483	35	0.7928	176.084
1832	1902	35	0.8532	-14.016
2930	10132	35	0.9567	82.077
1994	3155	35	0.9802	0.000
1103	6690	35	0.8669	18.010
5383	6493	35	0.7908	-16.031
2921	6331	35	0.9657	-14.015
1109	4783	35	0.9534	-0.000
1612	3446	35	0.9485	0.000
1434	10242	35	0.9234	28.031
1385	10394	35	0.8924	14.013
1603	10394	35	0.8463	15.993
1548	10284	35	0.9431	14.016
2921	4783	35	0.974	-14.015
4465	6360	35	0.7833	-13.980
6360	6690	35	0.8611	18.010
1628	10132	35	0.9349	42.046
3446	4465	35	0.8306	15.995
1832	6920	35	0.837	-68.100
1109	5383	35	0.862	30.046
6920	10315	35	0.8309	68.099
1736	3824	35	0.9573	-28.031
1603	9241	35	0.9489	0.001
4783	5383	35	0.8616	30.046
2911	6483	35	0.9222	28.031
5383	6483	35	0.8107	0.000
1103	1612	35	0.844	-2.016
2930	2944	35	0.9392	2.016
1650	9241	35	0.8867	-30.010
1385	6838	35	0.849	14.013
1675	1832	35	0.8838	14.015
2921	10315	35	0.8314	-254.225
1832	10394	35	0.8399	15.993
1603	1650	35	0.9013	30.011
3446	6360	35	0.9137	2.015
1355	1548	35	0.9659	-14.016
1832	9241	35	0.9169	0.001
1736	3155	35	0.9609	-14.016
1109	2353	35	0.9637	14.015
1603	1832	35	0.9305	-0.000
4783	6493	35	0.8921	14.016
1603	1736	35	0.9342	-14.016
1736	10315	35	0.9009	14.015
1675	2944	35	0.9283	-8.004
1628	1650	35	0.8988	14.015
1355	10284	35	0.952	-0.000
2944	3155	35	0.9179	-6.011
1057	6360	35	0.9374	2.016
2911	4632	35	0.8048	-136.017
1057	4465	35	0.8577	15.995
1434	10132	35	0.9481	56.062
1103	6360	35	0.8845	-0.000
1628	10394	35	0.8797	-0.002
1355	2930	35	0.9438	3.996
1994	3824	35	0.9684	-14.016
2012	4783	35	0.9237	0.000
2911	2921	35	0.8279	12.000
3824	10284	35	0.9407	14.015
1736	1832	35	0.9415	14.015
6331	6493	35	0.9107	14.016
1612	4465	35	0.8134	15.995
1548	1994	35	0.9659	14.016
1355	3155	35	0.9802	0.000
1644	10242	35	0.931	14.015
1675	1994	35	0.9314	-14.016
1057	1612	35	0.9507	0.000
2921	6483	35	0.8783	16.031
1628	10242	35	0.913	14.015
1628	2930	35	0.9342	-40.031
1612	4632	35	0.7079	12.035
1612	6360	35	0.9162	2.016
1103	4465	35	0.7889	13.979
2353	6493	35	0.911	0.000
2353	2921	35	0.9653	0.000
1434	2930	35	0.9436	-26.015
1124	4632	35	0.7771	-136.017
1434	1628	35	0.9386	14.016
6483	6493	35	0.7972	-16.031
1603	1675	35	0.8977	-14.016
597	5383	35	0.9554	0.000
1109	6483	35	0.8288	30.046
2353	5383	35	0.8761	16.031
1966	4783	35	0.8192	-33.130
2353	6331	35	0.9637	-14.015
1109	6493	35	0.9107	14.015
1355	1736	35	0.9644	14.016
1109	2012	35	0.9335	-0.000
2921	6493	35	0.9102	0.000
1057	4632	35	0.7559	12.036
1355	1675	35	0.9314	14.016
1644	2344	35	1.0	0.000
1994	10284	35	0.952	-0.000
2012	6493	35	0.8552	14.016
1994	2930	35	0.9438	3.996
1355	1994	35	1.0	0.000
2911	6331	35	0.8107	-2.016
1644	1994	35	0.9187	-44.026
1355	1644	35	0.9187	44.027
1385	1902	35	0.8479	-15.997
3446	4632	35	0.7155	12.035
1644	3155	35	0.9143	-44.026
4632	4741	35	0.8739	18.009
2344	3155	35	0.9143	-44.027
1548	1736	35	0.9601	28.032
3155	3824	35	0.9666	-14.016
10132	10242	35	0.9292	-28.031
1109	2921	35	0.9657	14.015
597	2012	35	0.8183	-30.047
2012	2353	35	0.9118	14.016
1434	2344	35	0.9516	14.016
1603	6920	35	0.8522	-68.100
1548	3824	35	0.9722	0.000
1057	3446	35	0.9556	0.001
597	4783	35	0.8192	-30.046
2921	5383	35	0.8885	16.031
1736	9241	35	0.9016	14.016
1355	3824	35	0.9684	-14.015
1832	10315	35	0.9025	-0.000
1628	1644	35	0.9509	-0.000
1103	3446	35	0.8854	-2.015
1675	10284	35	0.9104	-14.016
1124	2911	35	0.948	0.000
1644	2930	35	0.9613	-40.031
1434	1644	35	0.9516	14.016
1124	3446	35	0.7698	-148.052
1057	1103	35	0.9058	2.016
1109	2911	35	0.8107	2.016
1355	2344	35	0.9187	44.027
9241	10315	35	0.9526	-0.001
1109	6331	35	1.0	-0.000
1644	1650	35	0.9143	14.016
2344	2930	35	0.9613	-40.031
2012	6483	35	0.8221	30.047
1650	10315	35	0.8812	-30.011
1650	2344	35	0.9143	-14.016
4783	6331	35	0.9534	-0.000
4783	6483	35	0.8776	30.046
6331	6483	35	0.8288	30.047
1628	2344	35	0.9509	-0.000
2012	2911	35	0.8343	2.016
1994	2344	35	0.9187	44.027
2012	5383	35	0.8548	30.047
2012	6331	35	0.9335	0.000
8980	11437	39	0.8007	-72.057
8975	8980	39	0.9339	44.026
11437	11449	39	0.9816	-44.026
8975	11437	39	0.8708	-28.030
8980	11449	39	0.7949	-116.083
8975	11449	39	0.7753	-72.057
9740	10180	42	0.9879	0.003
9144	9975	42	0.9743	88.052
11436	11574	42	0.9706	88.054
9013	9740	42	0.9835	-44.032
8974	9740	42	0.9732	-88.058
5775	8933	42	0.9824	132.077
5733	5826	42	0.9718	132.079
8933	8974	42	0.9736	-220.131
5733	10011	42	0.971	176.102
9740	10039	42	0.9821	44.032
5733	9144	42	0.9726	-220.132
5826	8933	42	0.9669	-44.027
8974	9975	42	0.9924	-0.001
5744	5775	42	0.9865	-132.077
5733	5940	42	0.9855	-132.078
9144	10039	42	0.9764	44.027
5733	10039	42	0.9735	-176.105
8974	9144	42	0.9737	-88.053
5747	5775	42	0.9889	-88.051
8933	10011	42	0.9735	88.051
5744	9013	42	0.9759	-264.158
5940	9740	42	0.9769	-88.059
5775	9013	42	0.9869	-132.081
5747	5826	42	0.9789	88.053
10039	10417	42	0.9697	-88.054
5744	5747	42	0.994	-44.026
5775	10180	42	0.9738	-176.110
5826	10011	42	0.9901	44.024
5747	5940	42	0.9829	-176.104
8974	10039	42	0.9873	-44.026
5775	9144	42	0.9775	-176.107
5744	10011	42	0.9849	88.051
5775	9740	42	0.974	-176.112
5733	5775	42	0.9922	-44.025
5733	5744	42	0.988	88.052
5826	11574	42	0.9781	88.052
8933	9975	42	0.9742	-220.132
5744	8933	42	0.9744	-0.000
5733	5747	42	0.9931	44.026
5775	10039	42	0.9797	-132.080
9740	9975	42	0.9722	88.057
9975	10039	42	0.9865	-44.025
9013	10180	42	0.982	-44.029
10011	11474	42	0.9673	-0.000
5733	8933	42	0.9773	88.052
11474	11574	42	0.9787	44.029
9013	9144	42	0.9842	-44.026
5940	10180	42	0.9759	-88.057
9144	10180	42	0.9819	-0.003
5940	10039	42	0.9739	-44.027
10011	11574	42	0.9821	44.028
5747	8933	42	0.9731	44.026
9975	10417	42	0.9698	-132.079
5826	5940	42	0.9669	-264.157
5733	9013	42	0.9851	-176.106
