CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
901	4839	72	0.8859	86.035
7645	7966	72	0.9337	-0.000
716	900	72	0.9362	0.000
7862	8315	72	0.9	-0.001
3502	3535	72	0.9449	-114.068
7712	10168	72	0.9383	28.031
542	10168	72	0.9294	0.000
514	900	72	0.9467	58.042
520	7591	72	0.8879	1.979
6810	7956	72	0.909	-0.000
3377	7624	72	0.9014	28.030
973	3559	72	0.9119	2.015
3697	10181	72	0.9209	-86.039
1950	3477	72	0.9123	86.037
542	573	72	0.8908	-28.032
8043	10213	72	0.8952	142.100
554	7625	72	0.8983	-0.000
3524	7606	72	0.9206	-0.001
740	3488	72	0.8993	86.037
540	3377	72	0.9021	-28.031
510	3468	72	0.9654	0.000
7814	10285	72	0.9193	0.000
545	806	72	0.9201	-86.073
3502	4587	72	0.9359	-56.063
3488	3536	72	0.9113	28.032
3559	3706	72	0.9037	12.001
7956	11834	72	0.9111	-0.001
523	973	72	0.9414	0.000
3535	4587	72	0.9368	58.006
545	10213	72	0.9201	-86.073
3559	7588	72	0.8891	-3.995
7595	7712	72	0.9324	-28.030
1950	3536	72	0.9144	28.032
682	7750	72	0.8861	28.030
3464	7712	72	0.929	0.001
3216	3536	72	0.9548	0.001
502	3468	72	0.8899	-0.000
3524	8045	72	0.8904	3.995
3468	7588	72	0.8937	56.062
3488	6741	72	0.9285	-0.000
573	7712	72	0.9186	0.001
682	3488	72	0.9154	-28.033
973	7588	72	0.891	-1.980
562	4587	72	0.9001	-28.032
6741	7705	72	0.9058	-86.037
578	3536	72	0.9188	28.031
740	3530	72	0.8932	-0.001
514	562	72	0.9155	-28.032
554	3430	72	0.8842	-0.001
3536	6741	72	0.9035	-28.032
3697	7966	72	0.9195	28.031
3517	7595	72	0.9347	-0.000
6693	6779	72	0.8864	28.035
740	7705	72	0.9386	-0.000
4587	7858	72	0.9205	-28.030
7606	7712	72	0.9094	-56.062
3756	7864	72	0.8816	-56.063
1950	3488	72	0.9516	-0.000
11523	11724	75	0.886	264.153
10144	11724	75	0.9078	264.155
9089	11724	75	0.9408	88.051
10144	11523	75	0.9803	0.001
9089	10144	75	0.9492	-176.103
5947	11523	75	0.9502	-132.076
5947	11724	75	0.9253	132.077
9089	11523	75	0.944	-176.102
5947	9089	75	0.9461	44.026
5947	10144	75	0.9644	-132.077
4861	4863	78	0.8136	15.996
456	5819	81	0.9866	84.092
5818	5819	81	0.98	-44.026
631	3602	81	0.9539	0.001
567	3451	81	0.9173	15.995
456	3602	81	0.9657	-88.051
3602	9187	81	0.9552	-44.026
99	9187	81	0.9464	-266.260
631	9187	81	0.9636	-44.025
631	3451	81	0.9236	132.078
99	631	81	0.9264	-222.235
3451	5818	81	0.9731	84.093
3451	5819	81	0.946	40.067
456	3451	81	0.9721	44.026
446	3451	81	0.9754	-0.000
567	3628	81	0.9082	62.125
456	631	81	0.9597	-88.052
99	3602	81	0.9604	-222.234
3451	10224	81	0.8493	-44.026
99	5819	81	0.9288	-50.091
456	567	81	0.9782	28.031
446	5818	81	0.9757	84.093
567	5819	81	0.9682	56.062
3628	9187	81	0.9297	-222.233
99	3628	81	0.9938	-44.027
446	456	81	0.9811	-44.026
99	567	81	0.9233	-106.152
3451	3602	81	0.966	-132.076
3602	3628	81	0.9506	178.207
7611	8091	84	0.9469	0.001
515	2900	84	0.7754	28.030
515	2244	84	0.7668	28.031
7957	8675	84	0.9033	60.022
8675	10306	84	0.9044	-60.022
3457	4029	84	0.741	28.031
8007	8675	84	0.8252	-26.016
7611	10365	84	0.8129	-2.019
7748	7955	84	0.7947	-2.018
398	4029	84	0.9358	-0.001
2900	4029	84	0.8511	-0.000
8176	10481	84	0.7593	2.017
398	2244	84	0.9265	-0.000
8176	10306	84	0.7653	28.032
515	7635	84	0.9051	-0.001
7611	8007	84	0.8681	-60.022
640	7541	84	0.7586	-28.032
515	3934	84	0.827	-28.032
398	7635	84	0.8248	-28.032
7955	8007	84	0.82	28.033
7748	10289	84	0.8255	-2.018
8007	8786	84	0.9376	-0.000
3457	10365	84	0.8254	-60.024
515	10365	84	0.8161	-60.025
8786	10289	84	0.8345	-28.032
7955	8273	84	0.8032	-28.030
2900	7541	84	0.8482	-0.000
7748	7957	84	0.8872	-60.022
8007	8091	84	0.8946	60.023
10289	10442	84	0.708	-28.031
640	3632	84	0.7135	1.980
640	2900	84	0.7645	-28.032
7748	8176	84	0.7032	-88.055
10479	10481	84	0.7164	88.054
3736	10365	84	0.7275	26.013
8675	8786	84	0.8776	26.015
398	3457	84	0.7493	-28.032
851	3736	84	0.7947	0.000
7541	7635	84	0.8396	-28.031
7611	8786	84	0.8931	-60.022
640	2244	84	0.7455	-28.032
10548	10690	84	0.78	-28.031
4029	7635	84	0.8348	-28.031
2244	7541	84	0.9592	-0.000
398	2900	84	0.8836	-0.000
398	7541	84	0.9375	-0.001
2244	3457	84	0.7112	-28.031
2900	3457	84	0.7178	-28.031
7955	8786	84	0.8269	28.032
7955	10289	84	0.9111	-0.000
640	4029	84	0.7614	-28.033
7748	8007	84	0.8129	26.015
3457	7541	84	0.7586	28.031
3457	3934	84	0.7942	-28.031
7635	10365	84	0.8608	-60.023
7957	10306	84	0.933	-0.001
3736	8091	84	0.7236	28.033
8091	10365	84	0.8062	-2.020
8811	10479	84	0.8041	-28.031
8351	8811	84	0.7284	28.032
515	7541	84	0.8054	28.030
7748	8786	84	0.8601	26.014
8811	10481	84	0.812	60.023
515	4029	84	0.7876	28.030
8273	10289	84	0.7795	28.030
8675	10289	84	0.8665	-2.017
2244	7635	84	0.7985	-28.032
7748	8675	84	0.9217	-0.001
8176	10479	84	0.7358	-86.037
10479	10690	84	0.7513	-86.037
3934	7635	84	0.75	28.031
7957	10481	84	0.8085	-26.016
8273	10442	84	0.8346	-0.000
8273	8786	84	0.704	56.062
8091	8786	84	0.9426	-60.023
7220	8176	84	0.7014	84.095
7957	8176	84	0.8103	-28.032
2244	2900	84	0.8391	-0.000
2900	7635	84	0.7588	-28.031
8176	8351	84	0.7391	-86.038
398	640	84	0.7712	28.032
7955	8675	84	0.8219	2.017
398	515	84	0.7784	-28.031
8007	10289	84	0.822	-28.033
2244	4029	84	0.9474	-0.001
8351	10690	84	0.7045	-86.036
7955	10442	84	0.7249	-28.031
3736	10289	84	0.797	-60.022
3736	7611	84	0.7156	28.032
8811	10548	84	0.7234	-86.037
8811	10690	84	0.7382	-114.068
8351	10479	84	0.8287	0.001
515	3457	84	0.9283	-0.001
3457	7635	84	0.8783	-0.000
4029	7541	84	0.9768	0.000
7748	10306	84	0.8922	-60.023
10306	10481	84	0.8193	-26.015
3736	7955	84	0.7798	-60.022
3618	4264	85	0.9365	39.063
3618	11410	85	0.9328	91.175
3187	3332	89	0.991	0.001
2617	3187	89	0.9881	44.022
392	3187	89	0.9881	44.022
264	3332	89	0.991	0.000
264	2617	89	0.9881	-44.023
392	2617	89	1.0	0.000
264	3187	89	1.0	-0.001
264	392	89	0.9881	-44.023
1083	4261	91	0.9607	0.000
608	7848	93	0.7872	2.016
1093	2008	93	0.7923	-0.000
608	1220	93	1.0	-0.000
2008	7835	93	0.8295	0.000
1220	1563	93	0.8271	0.000
1306	7835	93	0.7892	-18.011
608	1093	93	0.7789	2.016
1093	7835	93	0.8891	-0.000
651	1093	93	0.9029	0.000
1306	2008	93	0.7743	-18.011
608	1563	93	0.8271	0.000
651	7835	93	0.8997	-0.000
1093	1220	93	0.7789	-2.016
1563	7848	93	0.7735	2.015
1220	7848	93	0.7872	2.016
1093	7848	93	0.773	-0.000
6593	6616	96	0.9057	-23.993
3078	6616	96	0.8738	2.016
3078	6593	96	0.8634	26.010
4469	11470	97	0.9737	-44.028
4469	9209	97	0.9728	44.023
7376	7701	101	0.8542	-337.334
13	7376	101	0.9797	-0.000
13	7701	101	0.8706	-337.334
7869	7938	102	0.8058	-88.052
7878	10217	102	0.806	44.026
7938	10217	102	0.8041	88.051
7869	7878	102	0.8416	-44.027
3731	10245	102	0.7699	88.051
3731	7869	102	0.7328	132.079
7878	7938	102	0.8098	-44.025
3849	7938	102	0.709	88.052
3731	7938	102	0.7626	44.027
7878	10238	102	0.7583	-44.026
7869	10217	102	0.894	-0.001
7878	10245	102	0.8924	-0.001
3731	7878	102	0.7469	88.051
10217	10238	102	0.7104	-88.052
3849	10217	102	0.7429	176.103
3731	3849	102	0.7445	-44.026
3731	10217	102	0.7703	132.078
10238	10245	102	0.7361	44.025
7938	10245	102	0.785	44.024
10217	10245	102	0.7244	-44.027
7869	10245	102	0.7641	-44.028
7938	10238	102	0.8309	-0.001
892	4982	103	0.8636	-0.001
892	3276	103	0.8639	-22.014
863	4982	103	0.8259	22.013
3276	4982	103	0.8259	22.014
863	3276	103	1.0	-0.001
863	892	103	0.8639	22.014
5834	10155	112	0.9468	88.058
6080	9016	112	0.9469	-44.028
5845	8014	112	0.9577	88.050
5845	9016	112	0.949	88.050
6080	9007	112	0.9503	-88.053
8014	9016	112	0.9694	0.000
5846	9007	112	0.9526	88.052
9007	10155	112	0.9604	-44.026
9016	10155	112	0.9451	-88.051
6080	8014	112	0.9609	-44.029
5845	9007	112	0.9633	44.025
5845	10155	112	0.9693	-0.001
8189	10137	112	0.9654	-0.003
9007	10137	112	0.9689	0.001
8189	10155	112	0.9409	-44.030
8189	9007	112	0.9625	-0.004
5846	10155	112	0.958	44.026
5845	5846	112	0.9709	-44.027
769	2749	119	0.9298	0.001
3627	7762	119	0.8914	0.008
6196	7875	119	0.9011	-88.062
856	4456	119	0.9027	-0.007
4892	7719	119	0.925	-0.034
4311	11736	119	0.9149	-0.009
1509	7875	119	0.92	-0.023
6631	10200	119	0.9098	-66.035
769	11736	119	0.8994	-44.040
3639	3646	119	0.8939	-44.028
4456	7762	119	0.9017	88.059
4892	9405	119	0.9249	0.001
6196	6233	119	0.9128	0.009
3272	10240	119	0.8941	-22.022
856	1509	119	0.9015	-44.023
3272	10200	119	0.8983	22.003
804	3634	119	0.9001	-44.029
856	916	119	0.8983	-22.017
4311	6196	119	0.9147	-0.001
7875	10240	119	0.9059	22.026
6196	11736	119	0.9276	-0.007
4311	7719	119	0.9131	-0.025
6196	7719	119	0.929	-0.023
4311	6631	119	0.8937	44.022
6185	10240	119	0.8922	-88.053
2749	6631	119	0.896	-0.010
7993	8245	119	0.8753	-132.078
835	10240	119	0.893	-44.028
3634	4892	119	0.9041	44.032
856	7719	119	0.8967	43.994
3634	7875	119	0.9071	-44.041
2749	3627	119	0.8971	-0.007
3802	9547	119	0.8812	22.003
767	9547	119	0.8818	-88.061
856	3634	119	0.924	-0.004
6233	9405	119	0.9176	0.003
1509	6196	119	0.8959	88.040
4456	7747	119	0.9	-0.022
1509	3802	119	0.907	-0.004
4311	6233	119	0.9087	0.008
10200	10240	119	0.8983	-44.025
6196	10200	119	0.8995	-22.011
804	4311	119	0.9057	-0.006
769	3634	119	0.9016	-88.054
916	7875	119	0.8951	-22.028
1509	3634	119	0.896	44.018
804	6196	119	0.9316	-0.008
8245	11448	119	0.8778	44.028
769	10200	119	0.9057	-66.044
4538	7993	119	0.9154	-88.052
856	4892	119	0.8998	44.028
2749	4456	119	0.8871	-88.058
804	856	119	0.8994	-44.025
804	7875	119	0.9005	-88.070
9547	10240	119	0.9065	0.005
916	10240	119	0.9167	-0.002
835	916	119	0.893	-44.026
6196	9405	119	0.9275	0.012
804	6233	119	0.8995	0.001
916	1509	119	0.9043	-22.006
6631	11736	119	0.898	-44.031
2749	7762	119	0.9257	0.001
3646	10200	119	0.9125	-0.002
4892	7875	119	0.9004	-88.073
7719	9405	119	1.0	0.036
7990	8245	119	0.8516	-88.054
6233	7719	119	0.9178	-0.032
7719	11736	119	1.0	0.016
3802	7875	119	0.9104	-0.018
856	10200	119	0.9028	22.006
4892	6233	119	0.9154	-0.002
3802	9784	119	0.8842	-22.017
10200	11736	119	0.9153	22.004
916	9547	119	0.9075	-0.008
3634	4456	119	0.9169	-0.003
916	3634	119	0.8969	22.013
9405	10200	119	0.9131	-22.023
769	7719	119	0.8993	-44.056
3627	11448	119	0.8616	-2.002
767	916	119	0.8933	-88.053
804	4892	119	0.9247	0.003
6185	9547	119	0.8895	-88.059
3272	3646	119	0.9059	22.005
3646	6233	119	0.895	22.018
916	3272	119	0.8972	22.020
769	7875	119	0.8979	-132.095
7990	11448	119	0.8355	-44.026
6233	11736	119	0.9178	-0.016
6631	9405	119	0.8965	-44.011
769	7762	119	0.9309	0.002
804	7719	119	0.9296	-0.031
7993	11448	119	0.8366	-88.050
856	3272	119	0.9141	0.003
767	6185	119	0.9292	-0.002
3639	6185	119	0.903	-0.001
7990	7993	119	0.8239	44.025
3634	10240	119	0.8987	-22.015
9405	11736	119	1.0	-0.020
804	11736	119	0.9295	-0.015
7719	10200	119	0.9142	-21.988
4892	6196	119	0.929	-0.011
769	6631	119	0.9233	-0.009
856	7747	119	0.898	-0.029
767	3639	119	0.9115	-0.001
4311	9405	119	0.9149	0.011
3272	4456	119	0.9022	-0.010
6631	7762	119	0.9149	0.011
804	9405	119	0.9295	0.005
3272	3634	119	0.9161	-0.007
4456	7875	119	0.9016	-44.038
4311	4892	119	0.9093	0.010
1509	9784	119	0.8927	-22.021
769	9405	119	0.8997	-44.020
1509	10240	119	0.8968	22.004
3627	6631	119	0.9027	-0.003
4892	11736	119	0.925	-0.018
1579	1584	121	0.8529	60.021
1584	5278	121	0.8552	-60.021
1579	5278	121	0.974	0.001
1754	1806	123	0.8925	28.033
1105	2393	123	0.9038	43.984
1388	2327	123	0.7384	41.977
3538	4260	123	0.8212	1.004
1806	3538	123	0.7607	14.991
1754	3538	123	0.7861	43.023
1537	3538	123	0.8678	-5.035
1388	3538	123	0.8678	-5.035
2377	4260	123	0.8638	-125.082
1721	2377	123	0.7532	123.068
1537	1754	123	0.7558	-48.058
1105	1388	123	0.971	-0.000
1721	1754	123	0.78	-46.041
1721	4260	123	0.8897	-2.014
2327	4260	123	0.8648	-46.008
1105	1721	123	0.9266	-2.017
1537	2393	123	0.9102	43.985
1105	4260	123	0.7797	-4.031
1105	2327	123	0.7239	41.976
105	1105	123	0.7065	4.031
1537	1721	123	0.9187	-2.017
1806	4260	123	0.7049	15.995
1105	3538	123	0.865	-5.035
105	4260	123	0.8836	-0.001
1388	1721	123	0.9187	-2.017
1388	1537	123	1.0	0.000
1537	2327	123	0.7384	41.977
105	1721	123	0.8134	2.014
2327	2393	123	0.8722	2.008
1721	3538	123	0.9164	-3.018
105	2327	123	0.773	46.007
1537	1806	123	0.769	-20.025
105	3538	123	0.7351	-1.004
1388	2393	123	0.9102	43.985
2377	4716	123	0.7612	14.053
1721	1806	123	0.7259	-18.009
1388	4260	123	0.7699	-4.031
1388	1754	123	0.7558	-48.058
1388	1806	123	0.769	-20.025
1105	1537	123	0.971	-0.000
1721	2327	123	0.9159	43.993
1105	1754	123	0.7643	-48.059
1105	1806	123	0.795	-20.026
1537	4260	123	0.7699	-4.031
105	2377	123	0.8192	125.082
9366	10235	124	0.9217	-44.027
9359	9366	124	0.9301	44.026
9359	10235	124	0.9617	-0.001
7604	10099	127	0.9589	-0.000
11646	11673	129	0.9858	-44.025
5922	10236	129	0.9837	0.008
6012	10267	129	0.9824	-132.069
10267	10387	129	0.9837	-44.031
5922	5972	129	0.9866	-44.026
5972	10387	129	0.98	-44.020
5922	11608	129	0.9816	44.034
6012	11646	129	0.9843	-132.074
10267	11608	129	0.9853	88.048
5922	6072	129	0.9896	-88.051
5972	11796	129	0.9782	-88.040
5922	11673	129	0.9814	-88.044
10236	11673	129	0.9838	-88.052
6012	9163	129	0.9872	-0.000
10346	10387	129	0.9796	-132.082
6012	6072	129	0.9782	-176.106
10236	11608	129	0.9883	44.026
9163	10236	129	0.9825	-88.047
6072	10346	129	0.9784	132.087
11646	11796	129	0.9834	-88.047
10346	11608	129	0.9894	-0.002
9163	11610	129	0.9724	-88.045
6072	11673	129	0.9842	0.007
11608	11673	129	0.982	-132.078
10387	11796	129	0.9805	-44.021
9163	10346	129	0.9845	-44.018
5922	10387	129	0.9822	-88.045
9163	11608	129	0.9845	-44.021
5972	10236	129	0.983	44.034
6072	11646	129	0.9851	44.032
6012	10346	129	0.9933	-44.019
10236	10267	129	0.987	-44.023
5972	10267	129	0.9841	0.012
5972	6072	129	0.9856	-44.025
5972	11608	129	0.9807	88.060
10267	10346	129	0.9837	88.051
10387	11673	129	0.9841	0.001
5972	11646	129	0.9878	0.007
6072	10267	129	0.9855	44.037
10236	11646	129	0.9875	-44.028
6012	11796	129	0.9796	-220.121
6072	11796	129	0.9816	-44.015
5922	10346	129	0.9803	44.036
10387	11608	129	0.9811	132.079
11673	11796	129	0.9798	-44.022
5922	11646	129	0.9853	-44.019
10267	11646	129	0.9915	-0.005
6012	10236	129	0.9877	-88.047
5972	11673	129	0.9836	-44.018
6072	10387	129	0.9815	0.006
6012	11608	129	0.9881	-44.021
5922	6012	129	0.9812	88.055
10346	11673	129	0.981	-132.081
10346	11646	129	0.9848	-88.056
10236	10387	129	0.9822	-88.054
10267	11673	129	0.9859	-44.030
11608	11646	129	0.9847	-88.053
5922	10267	129	0.9836	-44.014
10236	10346	129	0.9871	44.028
2336	4408	131	0.8777	78.099
2392	4408	131	0.7268	73.144
2336	4138	131	0.8024	-0.003
4138	4408	131	0.8692	78.102
2336	2392	131	0.7834	4.955
1177	6507	132	0.7744	-40.031
1177	1462	132	0.7878	-40.031
1462	2497	132	0.8375	28.031
2497	6507	132	0.791	-28.031
1462	6507	132	0.86	0.000
1473	5470	133	0.9702	-176.105
1473	1658	133	0.9869	0.000
1658	2795	133	0.9759	-88.053
1658	3343	133	0.9781	-44.028
1658	10383	133	0.9673	-220.134
2795	10383	133	0.987	-132.082
1480	10470	133	0.9167	-220.130
1658	3224	133	0.9784	-44.028
1473	2795	133	0.9756	-88.052
10383	10470	133	0.9524	-44.024
3343	10383	133	0.9781	-176.106
2795	5470	133	0.979	-88.053
3224	3343	133	0.9824	0.000
2795	3224	133	0.9845	44.024
3224	5470	133	0.9726	-132.077
3343	10470	133	0.9316	-220.130
5470	10470	133	0.9233	-88.052
1480	10383	133	0.9663	-176.106
241	1480	133	0.9756	-44.027
241	1658	133	1.0	0.000
1480	3343	133	0.9779	-0.000
1658	5470	133	0.9681	-176.106
241	3224	133	0.9784	-44.028
1473	3224	133	0.9771	-44.028
1480	2795	133	0.9798	-44.025
1480	5470	133	0.9832	-132.078
241	3343	133	0.9781	-44.028
1473	3343	133	0.9757	-44.028
241	10383	133	0.9673	-220.134
1473	1480	133	0.9769	-44.028
1473	10383	133	0.9671	-220.134
1473	10470	133	0.9259	-264.158
3224	10383	133	0.9745	-176.106
1480	3224	133	0.9734	-0.001
241	5470	133	0.9681	-176.105
2795	3343	133	0.9904	44.025
1480	1658	133	0.9756	44.028
5470	10383	133	0.9728	-44.028
2795	10470	133	0.9376	-176.106
241	10470	133	0.9162	-264.158
241	1473	133	0.9869	0.000
3343	5470	133	0.9768	-132.078
1658	10470	133	0.9162	-264.158
241	2795	133	0.9759	-88.052
3224	10470	133	0.932	-220.130
2791	3855	135	0.7983	-44.029
2791	3722	135	0.8088	-0.001
3725	3855	135	0.8532	-88.053
3707	3725	135	0.8552	-44.028
3722	3725	135	0.8339	44.025
382	7511	137	0.9936	28.031
1626	4820	138	0.9073	0.001
1626	4474	138	0.9528	-0.001
1648	2134	138	0.9126	0.001
1578	4820	138	0.8836	2.016
1873	2360	138	0.7928	0.000
1578	2176	138	0.732	57.022
1873	2176	138	0.8028	0.000
1250	2360	138	0.791	-16.978
1578	4474	138	0.9499	2.014
1250	4869	138	0.7839	0.001
1149	2164	138	0.8594	0.000
1648	4820	138	0.8592	2.017
1873	2164	138	0.7798	2.017
4474	4633	138	0.9584	-2.015
1626	2134	138	0.936	-2.015
1151	4869	138	0.7394	-59.074
1578	1626	138	0.936	2.015
2134	2176	138	0.732	57.022
1250	2176	138	0.8018	-16.978
2134	4633	138	0.9704	-0.001
1149	2360	138	0.7993	-2.016
1648	4474	138	0.9012	2.015
4633	4820	138	0.8955	2.016
1149	1873	138	0.8504	-2.017
1149	2176	138	0.8596	-2.016
2360	2409	138	0.7075	15.994
4474	4820	138	0.9078	0.002
2360	4869	138	0.703	16.979
2164	2176	138	0.938	-2.016
2164	2360	138	0.8533	-2.016
1578	2134	138	1.0	-0.000
2134	4820	138	0.8836	2.016
2134	4474	138	0.9499	2.014
1578	1648	138	0.9126	-0.001
1626	4633	138	0.9461	-2.016
1648	4633	138	0.9132	0.000
1578	4633	138	0.9704	-0.001
1626	1648	138	0.8607	-2.016
2176	2360	138	0.9269	0.000
62	4597	139	0.9957	-0.000
499	501	141	0.8619	-44.029
499	4766	141	0.8737	-0.000
481	501	141	0.8608	44.024
501	4759	141	0.8877	-0.001
481	4759	141	0.8662	44.022
499	4759	141	0.8673	-44.030
1779	6792	142	0.9724	-132.077
4065	12382	142	0.9197	104.045
2595	6792	142	0.9515	-88.051
1779	3238	142	0.9848	-44.026
2595	4065	142	0.9543	-132.077
6792	12382	142	0.9488	60.019
4065	5089	142	0.9826	88.053
5089	6912	142	0.9298	-0.001
1779	5089	142	0.9323	-88.049
3248	5089	142	0.9174	-88.050
4065	6792	142	0.9457	44.026
3533	6912	142	0.9619	-44.023
3248	10355	142	0.9281	-60.020
3248	3533	142	0.9852	-44.028
2595	3248	142	0.9596	44.026
3238	6912	142	0.9687	-44.025
1779	12382	142	0.938	-72.057
1779	3533	142	0.9809	-44.028
1779	6912	142	0.9634	-88.051
3533	5089	142	0.9357	-44.022
3238	6792	142	0.9698	-88.051
5089	6792	142	0.9393	-44.027
1779	4065	142	0.9344	-176.102
330	6792	142	0.9724	-132.077
330	5089	142	0.9323	-88.049
330	3248	142	0.9883	0.000
2595	3533	142	0.9648	-0.002
330	3238	142	0.9848	-44.026
3238	3248	142	0.982	44.026
330	6912	142	0.9634	-88.051
330	3533	142	0.9809	-44.028
330	2595	142	0.9626	-44.026
3248	6912	142	0.9588	-88.051
330	1779	142	1.0	0.000
2595	5089	142	0.9583	-44.024
330	12382	142	0.938	-72.057
7841	11807	142	0.909	-44.029
6792	6912	142	0.9549	44.026
10355	11807	142	0.9674	-132.083
3248	6792	142	0.9617	-132.077
2595	3238	142	0.9709	-0.000
2595	6912	142	0.9472	-44.025
330	4065	142	0.9344	-176.102
4065	6912	142	0.9286	88.052
3533	10355	142	0.9273	-15.992
1779	2595	142	0.9626	-44.026
3238	5089	142	0.9463	-44.024
3533	4065	142	0.9326	-132.074
3533	6792	142	0.9669	-88.049
3248	12382	142	0.9274	-72.057
3238	4065	142	0.9488	-132.077
6912	12382	142	0.9229	15.993
3238	3533	142	0.9854	-0.002
7841	10355	142	0.9207	88.055
1779	3248	142	0.9883	0.000
4283	6364	143	0.9683	-28.032
709	6548	143	0.9541	-112.125
709	6364	143	0.968	-28.031
709	4283	143	0.9947	0.001
4283	6548	143	0.9565	-112.126
7631	7644	144	0.8724	-44.024
2926	6387	146	0.7098	80.016
2926	6565	146	0.7335	14.015
205	857	148	1.0	-0.000
5729	5734	150	0.9676	28.031
3333	9919	152	0.9939	0.001
782	2753	160	0.9093	-0.000
1746	2946	163	0.7082	224.212
1746	6708	163	0.9218	-0.000
1800	5325	163	0.7786	224.211
2946	5325	163	0.8965	14.015
1746	1800	163	0.899	14.016
1800	6708	163	0.9218	-14.016
2946	6708	163	0.7111	-224.212
1609	2402	166	0.8645	10.021
589	3676	169	0.941	-0.000
589	2747	169	0.9348	-0.000
2747	3481	169	0.9236	-0.002
2747	3676	169	0.9462	0.000
3481	3676	169	0.9256	0.002
453	2667	171	1.0	0.001
6	4610	174	0.9294	0.000
1068	3887	178	0.7034	-288.149
1068	1925	178	0.8705	-0.000
1068	3403	178	0.9263	-0.001
3403	3525	178	0.8404	-2.015
1115	3403	178	0.8643	2.015
1068	1115	178	0.8873	-2.015
1068	3525	178	0.8624	-2.016
1115	1925	178	0.8144	2.015
1925	3403	178	0.8617	-0.000
1925	3525	178	0.7768	-2.015
1115	3525	178	0.9687	-0.000
3672	3945	179	1.0	0.001
3445	6390	179	0.8731	17.025
1056	6336	179	0.885	-17.026
1040	6336	179	0.9085	-0.001
4701	6390	179	0.8825	-0.000
2680	6336	179	0.9085	-0.001
3672	6336	179	0.7023	106.047
2680	3445	179	0.931	-0.000
6336	6390	179	0.8579	17.026
1056	3445	179	0.8373	-17.026
1056	6390	179	0.9332	-0.001
3445	6336	179	0.928	-0.000
1056	4701	179	0.9297	-0.001
4701	6336	179	0.8734	-17.026
1040	2680	179	1.0	0.000
1040	3445	179	0.931	-0.000
3945	6336	179	0.7023	106.045
550	761	181	0.7186	-260.173
550	10514	181	0.9269	0.001
2691	10514	181	0.909	0.002
550	2691	181	0.9417	-0.001
2691	7817	181	0.909	0.017
761	7817	181	0.7115	260.189
550	7817	181	0.9269	0.016
761	2691	181	0.7417	260.172
761	10514	181	0.7145	260.174
7817	10514	181	1.0	-0.015
3847	3851	187	0.8808	-22.009
3693	3768	187	0.7749	-44.027
3774	5447	187	0.8397	-132.069
3728	3774	187	0.8726	-44.025
1307	3665	187	0.8178	-0.001
1307	3774	187	0.8195	-88.053
4471	5447	187	0.7107	-220.121
1288	3728	187	0.8889	-22.013
1307	3728	187	0.8394	-44.028
3800	5447	187	0.8642	-88.043
3774	4066	187	0.8439	2.477
3851	5447	187	0.8345	-44.018
3728	3847	187	0.8	-110.068
1288	3693	187	0.7954	-0.002
1307	5447	187	0.7627	-220.122
3851	3948	187	0.8872	-22.017
3693	4471	187	0.7834	22.016
3665	4471	187	1.0	0.000
1288	4471	187	0.7935	22.014
3728	5447	187	0.7889	-176.094
1288	3847	187	0.837	-132.081
1288	1307	187	0.859	22.014
3665	5447	187	0.7107	-220.121
3665	3728	187	0.7664	-44.027
3800	3851	187	0.8753	-44.026
3768	3800	187	0.7922	-66.035
3768	3774	187	0.853	-22.009
3728	3851	187	0.8662	-132.077
1288	3768	187	0.9029	-44.029
1288	3665	187	0.7935	22.013
3768	3948	187	0.8768	-132.077
3665	3774	187	0.7626	-88.051
1307	4471	187	0.8178	-0.001
3774	4471	187	0.7626	88.052
3768	3851	187	0.8187	-110.061
3728	3800	187	0.8616	-88.051
3948	5447	187	0.8141	-22.001
3774	3800	187	0.8308	-44.026
3665	3693	187	0.7834	-22.015
3847	3948	187	0.9217	-44.025
1307	3693	187	0.7807	-22.016
3728	4471	187	0.7664	44.027
1307	3800	187	0.7903	-132.079
3768	3847	187	0.911	-88.052
3774	3851	187	0.8444	-88.052
3728	3768	187	0.9098	-22.016
4256	6369	190	0.9784	0.020
1809	3622	190	0.8661	-13.983
2170	3286	190	0.9121	-0.001
1977	2169	190	0.9752	0.003
1963	2847	190	0.7899	-58.006
1809	6369	190	0.9718	-0.001
4826	5455	190	0.7751	86.033
2169	4256	190	0.9764	-0.021
2847	3286	190	0.7445	-278.297
3286	6369	190	0.9106	-0.000
1977	3286	190	0.9061	0.003
1977	6369	190	0.977	0.002
25	1809	190	0.746	0.000
2169	3622	190	0.8781	-13.983
3286	4826	190	0.763	250.270
2847	5455	190	0.7751	58.006
1977	3622	190	0.8755	-13.980
2669	5455	190	0.8763	2.014
1809	2170	190	0.965	0.001
1963	2669	190	0.8855	-2.014
2847	4826	190	0.9236	-28.027
1809	2169	190	0.969	-0.000
1809	2847	190	0.8123	278.297
1963	5455	190	0.9469	-0.000
1809	1977	190	0.9767	-0.003
1963	4826	190	0.7817	-86.033
1809	4826	190	0.828	250.270
2169	2170	190	0.9643	0.001
2170	6369	190	0.9658	-0.002
1983	2669	190	0.7618	15.997
25	4256	190	0.7026	-0.021
2169	3286	190	0.9123	-0.000
3286	4256	190	0.9072	-0.021
